#,MLS #,Status,Area,Address,Zip,# Beds Total,# Baths Full,# Baths Half,# Living,# Stories,# Garage Spaces,Year Built,Acres,Sqft Total,LP$SqFt,List Price,Sold/Lease$/SqFt,Sold/Lease Price,Sold/Lease Date,ADOM,CDOM
1544,1809802,S,6,402 S Park DR,78704,4,2,0,1,1,0,1956,0.16,"1,548",$306.85 ,"$475,000 ",$303.62 ,"$470,000 ",9/30/2015,32,32
1545,1285858,S,6,1110 ALGARITA Ave,78704,3,2,0,1,1,0,1940,0.2,"1,293",$385.92 ,"$499,000 ",$366.53 ,"$473,927 ",10/19/2015,18,18
1546,8904378,S,6,504 Sunrise CIR,78704,4,3,0,1,1,0,1959,0.19,"1,344",$386.16 ,"$519,000 ",$353.42 ,"$475,000 ",12/18/2015,33,33
1547,3619980,S,6,2608 S 2nd ST,78704,3,1,0,2,1,0,1948,0.19,"1,164",$429.55 ,"$500,000 ",$408.08 ,"$475,000 ",8/28/2015,32,32
1548,3641200,S,6,1804 Romford DR,78704,3,2,0,1,1,0,1966,0.23,"1,670",$286.83 ,"$479,000 ",$286.83 ,"$479,000 ",9/14/2015,17,17
1549,4096136,S,6,1501 Brackenridge ST,78704,1,1,0,1,2,2,1955,0.13,764,$666.23 ,"$509,000 ",$634.82 ,"$485,000 ",8/25/2015,25,25
1550,6902730,S,6,1702 Briar ST,78704,2,1,0,1,1,0,1936,0.14,786,$614.50 ,"$483,000 ",$619.59 ,"$487,000 ",8/27/2015,6,6
1551,5648554,S,6,1912 Edgeware DR,78704,3,2,0,2,1,1,1967,0.18,"1,578",$323.19 ,"$510,000 ",$313.69 ,"$495,000 ",12/17/2015,9,9
1552,7292313,S,6,2308 Oak Crest Ave,78704,3,1,0,1,1,0,1910,0.22,"1,807",$235.20 ,"$425,000 ",$276.70 ,"$500,000 ",8/7/2015,4,4
1553,2027468,S,6,3608 Winfield CV,78704,3,2,0,1,1,2,1965,0.38,"1,528",$326.57 ,"$499,000 ",$327.23 ,"$500,000 ",6/30/2015,2,2
1554,3862076,S,6,704 Huerta ST,78704,2,2,0,1,1,0,1955,0.16,"1,420",$358.45 ,"$509,000 ",$356.55 ,"$506,300 ",6/29/2015,8,8
1555,2707106,S,6,706 Elizabeth,78704,3,2,0,1,1,0,1935,0.14,"1,276",$391.84 ,"$499,990 ",$403.31 ,"$514,620 ",6/22/2015,2,2
1556,8108819,S,6,908 Christopher ST,78704,2,1,0,2,1,0,1942,0.12,"1,026",$511.70 ,"$525,000 ",$501.95 ,"$515,000 ",7/8/2015,20,20
1557,3608226,S,6,2148 Sage Creek LOOP,78704,3,2,1,1,2,0,2004,0.09,"2,102",$249.76 ,"$525,000 ",$249.04 ,"$523,488 ",8/14/2015,85,85
1558,1485713,S,6,2316 S 5th ST,78704,3,2,0,2,1,0,1959,0.1,"1,702",$311.40 ,"$530,000 ",$308.46 ,"$525,000 ",9/9/2015,39,39
1559,1332148,S,6,1005 Harwood PL,78704,2,1,0,1,1,0,1945,0.17,792,$680.56 ,"$539,000 ",$662.88 ,"$525,000 ",7/15/2015,15,15
1560,7621542,S,6,607 Academy DR,78704,2,1,0,1,1,2,1930,0.23,991,$529.77 ,"$525,000 ",$534.81 ,"$530,000 ",8/13/2015,6,6
1561,5529592,S,6,3501 Fleetwood DR,78704,4,3,0,2,1,0,1968,0.22,"1,959",$280.75 ,"$549,999 ",$271.57 ,"$532,000 ",12/4/2015,59,59
1562,2405608,S,6,1008 W Milton ST,78704,2,1,0,1,1,0,1945,0.14,930,$564.52 ,"$525,000 ",$576.34 ,"$536,000 ",6/26/2015,5,5
1563,8990887,S,6,1102 W Mary ST,78704,2,1,0,1,1,0,1939,0.21,680,$816.18 ,"$555,000 ",$801.47 ,"$545,000 ",8/14/2015,1,38
1564,3038594,S,6,507 W Live Oak ST,78704,3,2,0,1,1,0,1947,0.14,"1,358",$386.60 ,"$525,000 ",$401.33 ,"$545,000 ",8/11/2015,5,5
1565,3407334,S,6,2110-C Fortview RD,78704,3,2,1,2,2,2,2012,0.14,"2,244",$244.65 ,"$549,000 ",$244.65 ,"$549,000 ",12/18/2015,4,4
1566,6675669,S,6,2419 Wilson ST,78704,3,2,0,1,1,0,1962,0.18,"1,536",$341.80 ,"$525,000 ",$358.72 ,"$551,000 ",7/28/2015,4,4
1567,9340479,S,6,1616 Bridgeway DR,78704,3,2,1,1,2,2,2001,0.08,"1,640",$347.50 ,"$569,900 ",$337.20 ,"$553,000 ",10/29/2015,13,13
1568,5225139,S,6,1206 Bickler RD,78704,3,1,0,1,1,2,1957,0.24,896,$641.74 ,"$575,000 ",$619.42 ,"$555,000 ",7/17/2015,35,35
1569,1368041,S,6,803 James ST,78704,3,2,0,2,1,0,1930,0.14,"1,215",$444.20 ,"$539,700 ",$460.91 ,"$560,000 ",7/28/2015,1,1
1570,5973808,S,6,3505 Marcae CT,78704,3,2,0,1,1,1,2012,0.12,"1,703",$343.51 ,"$585,000 ",$328.83 ,"$560,000 ",7/31/2015,33,33
1571,2407815,S,6,903 W Annie ST,78704,2,2,0,2,1,0,1934,0.18,"1,089",$528.01 ,"$575,000 ",$518.82 ,"$565,000 ",6/26/2015,4,4
1572,1733299,S,6,908 Freewater LN,78704,3,3,0,1,2,1,2012,0.1,"1,850",$316.16 ,"$584,900 ",$310.81 ,"$575,000 ",9/8/2015,61,61
1573,7287345,S,6,1304 A Woodland Ave,78704,4,2,1,1,2,2,2008,0.34,"2,527",$233.44 ,"$589,900 ",$227.54 ,"$575,000 ",7/31/2015,38,38
1574,2461947,S,6,2112 Sage Creek LOOP,78704,4,2,1,1,2,0,2005,0.11,"2,315",$250.50 ,"$579,900 ",$250.50 ,"$579,900 ",8/17/2015,17,17
1575,8812141,S,6,2411 Euclid Ave Unit#A,78704,3,3,0,2,2,0,2015,0.18,"1,622",$360.67 ,"$585,000 ",$357.58 ,"$580,000 ",10/26/2015,29,29
1576,6135192,S,6,810 Cumberland RD,78704,3,2,1,2,1,0,1955,0.18,"2,212",$270.80 ,"$599,000 ",$263.11 ,"$582,000 ",11/23/2015,20,20
1577,7346550,S,6,1201 Alta Vista Ave,78704,2,2,0,1,M,0,1956,0.17,"1,238",$484.49 ,"$599,800 ",$470.92 ,"$583,000 ",10/14/2015,85,176
1578,5117390,S,6,1412 TRAVIS HEIGHTS BLVD,78704,2,2,0,2,1,0,1943,0.11,"1,412",$424.22 ,"$599,000 ",$417.85 ,"$590,000 ",9/10/2015,50,143
1579,7037359,S,6,1005 E RIVERSIDE DR,78704,2,1,0,2,1,1,1949,0.19,"1,247",$480.35 ,"$599,000 ",$476.34 ,"$594,000 ",11/12/2015,55,55
1580,8887875,S,6,1209 Travis Heights BLVD,78704,3,1,1,1,2,0,1931,0.29,"1,728",$364.58 ,"$629,990 ",$347.22 ,"$600,000 ",12/18/2015,32,32
1581,2426867,S,6,1106 Travis Heights BLVD,78704,2,1,0,1,1,2,1923,0.24,"1,232",$507.31 ,"$625,000 ",$487.01 ,"$600,000 ",11/23/2015,152,152
1582,4677534,S,6,1403 Alameda DR,78704,3,1,2,1,2,0,1992,0.17,"1,438",$434.56 ,"$624,900 ",$427.68 ,"$615,000 ",12/4/2015,68,157
1583,8880242,S,6,3200 Clawson RD,78704,3,2,1,2,2,2,1962,0.81,"1,528",$454.84 ,"$695,000 ",$405.76 ,"$620,000 ",12/11/2015,39,39
1584,4555088,S,6,915 Cardinal LN Unit#A,78704,3,3,0,2,2,0,2015,0.14,"2,394",$266.50 ,"$638,000 ",$261.07 ,"$625,000 ",11/11/2015,33,33
1585,3054298,S,6,1020 Bonham TER,78704,3,2,0,1,1,0,1925,0.18,"1,310",$480.15 ,"$629,000 ",$482.44 ,"$632,000 ",11/30/2015,1,1
1586,9216051,S,6,1710 Bouldin Ave,78704,3,2,0,1,1,0,1940,0.13,"1,215",$541.56 ,"$658,000 ",$522.63 ,"$635,000 ",10/21/2015,12,12
1587,9223255,S,6,908 W James ST,78704,2,1,0,1,1,0,1940,0.13,"1,178",$589.98 ,"$695,000 ",$549.66 ,"$647,500 ",9/30/2015,13,13
1588,9542071,S,6,908 Post Oak ST,78704,3,2,0,1,1,0,1948,0.17,"1,605",$404.98 ,"$650,000 ",$404.98 ,"$650,000 ",12/4/2015,9,9
1589,3182316,S,6,2707 La Mesa DR,78704,3,2,1,1,2,2,2012,0.19,"1,858",$370.83 ,"$689,000 ",$360.60 ,"$670,000 ",7/29/2015,4,4
1590,5178722,S,6,1411 Parkinson DR,78704,4,3,0,2,1,2,1955,0.39,"2,725",$278.90 ,"$760,000 ",$245.87 ,"$670,000 ",12/2/2015,132,161
1591,1048638,S,6,2312 FOREST Ave,78704,3,2,0,1,1,2,2002,0.14,"1,857",$365.64 ,"$679,000 ",$361.99 ,"$672,210 ",12/9/2015,7,7
1592,5369073,S,6,1711 Alta Vista Ave,78704,3,2,0,1,1,0,1965,0.16,"1,460",$462.33 ,"$675,000 ",$462.33 ,"$675,000 ",6/29/2015,25,25
1593,7849736,S,6,1025 E Riverside DR,78704,4,3,0,1,2,2,1998,0.19,"3,168",$230.11 ,"$729,000 ",$214.65 ,"$680,000 ",11/30/2015,71,323
1594,3338215,S,6,405 W Monroe ST,78704,2,2,0,1,1,0,1935,0.14,"1,392",$484.91 ,"$675,000 ",$488.72 ,"$680,300 ",12/22/2015,13,13
1595,6745517,S,6,1317 Kenwood Ave,78704,4,4,0,2,2,1,1928,0.17,"2,660",$272.56 ,"$725,000 ",$258.27 ,"$687,000 ",12/18/2015,52,52
1596,3673453,S,6,904 James ST,78704,4,2,1,2,2,0,2005,0.16,"1,836",$394.88 ,"$725,000 ",$379.63 ,"$697,000 ",11/25/2015,6,6
1597,9974083,S,6,2317 S 3rd ST,78704,3,2,1,2,2,1,2014,0.14,"2,332",$300.17 ,"$700,000 ",$300.17 ,"$700,000 ",6/29/2015,18,289
1598,4448710,S,6,1812 Kenwood Ave,78704,3,2,0,1,2,2,1930,0.19,"1,730",$404.05 ,"$699,000 ",$409.97 ,"$709,243 ",6/15/2015,2,2
1599,8869879,S,6,415 W Johanna ST,78704,2,2,0,2,1,0,1901,0.24,"1,426",$501.40 ,"$715,000 ",$501.40 ,"$715,000 ",10/30/2015,3,3
1600,2585745,S,6,310 Le Grande Ave,78704,3,2,0,1,1,2,1941,0.2,"1,624",$446.43 ,"$725,000 ",$440.58 ,"$715,500 ",10/9/2015,5,5
1601,9654478,S,6,2807 Del Curto RD Unit#B,78704,3,2,1,3,2,2,2015,0.12,"2,336",$321.06 ,"$749,990 ",$314.22 ,"$734,010 ",12/29/2015,118,243
1602,2126551,S,6,1307 THE CIR,78704,2,3,0,2,2,1,1998,0.2,"1,694",$475.21 ,"$805,000 ",$436.13 ,"$738,800 ",10/28/2015,15,15
1603,5391346,S,6,1409 Newning Ave,78704,4,3,1,1,3,2,1903,0.45,"2,824",$229.82 ,"$649,000 ",$283.29 ,"$800,000 ",12/15/2015,7,7
1604,3899448,S,6,700 Bouldin Ave,78704,3,2,0,1,2,0,1947,0.25,"1,580",$553.80 ,"$875,000 ",$512.66 ,"$810,000 ",9/18/2015,8,8
1605,4050892,S,6,209 El Paso ST,78704,3,3,1,2,2,1,2015,0.13,"2,326",$365.39 ,"$849,900 ",$356.84 ,"$830,000 ",8/21/2015,11,80
1606,1986386,S,6,1106 Fairmount Ave,78704,3,2,0,1,1,0,1946,0.17,"2,328",$365.12 ,"$849,999 ",$359.49 ,"$836,900 ",9/23/2015,66,66
1607,9147831,S,6,908 Juanita ST,78704,3,2,1,2,2,1,2015,0.16,"2,872",$313.02 ,"$899,000 ",$311.28 ,"$894,000 ",9/10/2015,7,7
1608,1977935,S,6,1227 Newning Ave Unit#2,78704,3,3,2,2,3,2,2012,0.1,"2,907",$323.01 ,"$939,000 ",$317.85 ,"$924,000 ",7/17/2015,2,153
1609,7880093,S,6,2113 Glendale PL,78704,4,3,0,1,2,2,2015,0.17,"2,702",$351.59 ,"$950,000 ",$351.59 ,"$950,000 ",12/4/2015,4,4
1610,8717451,S,6,1307 Alameda DR,78704,3,2,0,2,2,0,1940,0.4,"2,602",$383.36 ,"$997,500 ",$370.87 ,"$965,000 ",9/25/2015,19,151
1611,8448583,S,6,1208 HILLSIDE Ave,78704,3,3,1,2,2,0,2012,0.11,"2,588",$461.75 ,"$1,195,000 ",$425.04 ,"$1,100,000 ",11/18/2015,105,105
1612,8049020,S,6,1117 Gillespie PL,78704,3,2,0,2,M,0,1949,0.27,"2,556",$459.70 ,"$1,175,000 ",$449.92 ,"$1,150,000 ",7/27/2015,8,8
1613,4396943,S,6,1205 Bickler RD,78704,4,4,0,2,2,0,1927,0.2,"2,593",$454.69 ,"$1,179,000 ",$445.43 ,"$1,155,000 ",9/29/2015,2,2
1614,8962650,S,6,1807 Alta Vista Ave,78704,4,3,1,3,2,2,1932,0.16,"3,064",$399.80 ,"$1,225,000 ",$387.73 ,"$1,188,000 ",10/30/2015,70,70
1615,6028520,S,6,1213 Newning Ave,78704,4,4,1,1,2,0,2005,0.22,"3,123",$400.26 ,"$1,250,000 ",$387.29 ,"$1,209,500 ",9/30/2015,79,79
1616,8228946,S,6,1607 Sunset LN,78704,4,4,0,3,2,2,2015,0.17,"2,869",$452.07 ,"$1,297,000 ",$421.66 ,"$1,209,747 ",12/2/2015,99,99
1617,9394169,S,6,1205 Travis Heights BLVD,78704,3,4,0,2,M,2,2006,0.14,"3,402",$360.08 ,"$1,225,000 ",$360.08 ,"$1,225,000 ",8/14/2015,25,25
1618,4982294,S,6,1604 Eva ST,78704,3,2,1,2,2,1,2013,0.16,"2,706",$478.57 ,"$1,295,000 ",$465.63 ,"$1,260,000 ",8/31/2015,6,6
1619,7367157,S,6,1403 Newning Ave,78704,5,3,1,2,2,0,2007,0.31,"3,429",$393.70 ,"$1,350,000 ",$376.91 ,"$1,292,430 ",11/4/2015,11,11
1620,5356138,S,6,904 RETAMA ST,78704,5,5,0,4,2,1,2015,0.19,"3,210",$498.13 ,"$1,599,000 ",$475.08 ,"$1,525,000 ",11/20/2015,8,8
1621,5258434,S,7,2107 La Casa DR,78704,3,2,0,2,2,1,1950,0.17,"1,431",$331.94 ,"$475,000 ",$303.98 ,"$435,000 ",12/17/2015,40,40
1622,7201283,S,7,2109 Arpdale ST,78704,2,1,0,1,1,0,1950,0.16,858,$534.97 ,"$459,000 ",$523.31 ,"$449,000 ",9/30/2015,13,13
1623,9317452,S,7,2508 Ann Arbor Ave,78704,2,1,0,1,1,0,1948,0.16,896,$502.23 ,"$450,000 ",$502.23 ,"$450,000 ",10/30/2015,2,2
1624,8414636,S,7,2101 Wright ST,78704,2,1,0,1,1,1,1950,0.17,750,$665.33 ,"$499,000 ",$606.67 ,"$455,000 ",12/17/2015,60,60
1625,4752711,S,7,2306 Westrock DR,78704,3,2,0,1,1,1,1955,0.21,"1,338",$320.63 ,"$429,000 ",$347.53 ,"$465,000 ",9/10/2015,3,3
1626,3655362,S,7,2106 Peach Tree ST,78704,4,2,0,1,2,0,1949,0.13,"1,572",$302.16 ,"$475,000 ",$295.80 ,"$465,000 ",11/23/2015,91,91
1627,3325070,S,7,2503 Spring Creek DR,78704,3,2,0,1,1,2,1963,0.23,"1,368",$361.84 ,"$495,000 ",$343.57 ,"$470,000 ",11/30/2015,21,21
1628,9952794,S,7,1613 Nash Ave,78704,3,2,0,1,1,2,1986,0.15,"1,369",$346.97 ,"$475,000 ",$346.97 ,"$475,000 ",8/3/2015,,
1629,7751493,S,7,1904 Frazier Ave,78704,3,2,0,1,1,1,1948,0.16,"1,304",$366.56 ,"$478,000 ",$366.56 ,"$478,000 ",8/29/2015,1,1
1630,3964466,S,7,2500 Cedarview DR,78704,3,2,0,1,1,2,1958,0.24,"1,424",$358.15 ,"$510,000 ",$344.10 ,"$490,000 ",9/11/2015,5,5
1631,8852505,S,7,2006 Montclaire ST,78704,2,1,0,2,1,0,1941,0.2,"1,372",$364.36 ,"$499,900 ",$360.79 ,"$495,000 ",10/30/2015,71,71
1632,4675558,S,7,2100 Arpdale ST,78704,3,1,0,1,1,1,1949,0.19,"1,152",$399.31 ,"$460,000 ",$429.69 ,"$495,000 ",8/11/2015,3,3
1633,4446283,S,7,1814 Margaret ST,78704,3,1,0,2,1,0,1959,0.18,"1,085",$460.83 ,"$500,000 ",$460.83 ,"$500,000 ",8/13/2015,,
1634,6232670,S,7,1909 PARAMOUNT Ave,78704,3,2,0,2,1,0,1955,,"1,543",$340.25 ,"$525,000 ",$330.52 ,"$510,000 ",11/23/2015,3,3
1635,1258447,S,7,2013 Goodrich Ave,78704,2,2,0,2,1,1,1949,0.15,"1,334",$381.56 ,"$509,000 ",$382.31 ,"$510,000 ",7/7/2015,23,23
1636,3507535,S,7,2611 Barton Hills DR,78704,3,2,0,2,1,2,1975,0.27,"1,605",$327.10 ,"$525,000 ",$322.74 ,"$518,000 ",8/17/2015,16,16
1637,9763010,S,7,1907 Hether ST Unit#B,78704,2,2,1,1,2,1,2007,0,"1,657",$316.84 ,"$525,000 ",$316.84 ,"$525,000 ",11/25/2015,3,58
1638,5621724,S,7,1906 Hether ST,78704,3,1,0,1,1,0,1954,0.18,"1,048",$477.10 ,"$500,000 ",$508.59 ,"$533,000 ",7/17/2015,6,6
1639,4373670,S,7,2301 Rundell PL,78704,2,2,0,1,1,0,1950,0.21,"1,466",$375.17 ,"$550,000 ",$375.17 ,"$550,000 ",12/27/2015,1,1
1640,3088819,S,7,1508 Oxford Ave,78704,2,1,0,1,1,0,1935,0.16,700,$812.86 ,"$569,000 ",$788.47 ,"$551,930 ",8/31/2015,6,6
1641,5970561,S,7,2602 Cedarview DR,78704,4,2,0,1,1,2,1957,0.2,"2,287",$251.42 ,"$575,000 ",$249.23 ,"$570,000 ",12/14/2015,24,117
1642,8292394,S,7,2403 Forest Bend DR,78704,4,2,0,2,1,2,1973,0.24,"2,001",$299.35 ,"$599,000 ",$293.28 ,"$586,850 ",6/30/2015,3,3
1643,4191630,S,7,2202 Four Oaks LN,78704,4,2,0,1,1,2,1972,0.24,"1,733",$345.64 ,"$599,000 ",$342.76 ,"$594,000 ",7/9/2015,4,4
1644,2876441,S,7,2505 Briargrove DR,78704,3,2,0,2,1,2,1964,0.24,"1,884",$337.05 ,"$635,000 ",$320.93 ,"$604,640 ",7/9/2015,4,4
1645,4687221,S,7,1709 Valeria ST,78704,3,2,0,2,1,1,1948,0.18,"1,727",$350.32 ,"$605,000 ",$353.21 ,"$610,000 ",10/13/2015,20,20
1646,9812450,S,7,1202 Folts Ave,78704,3,1,1,1,1,0,1960,0.16,"1,200",$524.17 ,"$629,000 ",$511.67 ,"$614,000 ",6/30/2015,2,2
1647,5682350,S,7,2206 Matterhorn LN,78704,4,2,0,2,1,2,1977,0.32,"2,349",$255.00 ,"$599,000 ",$263.94 ,"$620,000 ",12/23/2015,2,2
1648,3797390,S,7,2510 Mountain View DR,78704,4,2,0,2,2,2,1977,0.23,"2,295",$274.07 ,"$629,000 ",$270.15 ,"$620,000 ",8/13/2015,51,51
1649,7281886,S,7,3308 WESTHILL DR,78704,3,2,0,1,1,0,1960,0.35,"1,352",$480.03 ,"$649,000 ",$467.20 ,"$631,650 ",11/16/2015,23,23
1650,1923785,S,7,1404 Kinney Ave,78704,3,2,0,2,1,1,1945,0.15,"2,068",$326.40 ,"$675,000 ",$315.04 ,"$651,500 ",12/23/2015,6,109
1651,9217143,S,7,1821 Margaret ST,78704,4,2,1,1,1,2,1959,0.16,"1,718",$405.06 ,"$695,900 ",$387.08 ,"$665,000 ",12/29/2015,65,65
1652,7229619,S,7,2508 Cedarview DR,78704,3,2,0,2,1,2,1959,0.23,"1,828",$369.26 ,"$675,000 ",$367.61 ,"$672,000 ",8/17/2015,40,40
1653,2630203,S,7,2009 Wright ST Unit#A,78704,3,2,1,1,2,1,2007,0,"2,222",$323.58 ,"$719,000 ",$315.03 ,"$700,000 ",8/28/2015,75,75
1654,3679159,S,7,1604 Norris DR,78704,4,2,0,2,2,1,1953,0.26,"2,190",$342.47 ,"$750,000 ",$334.70 ,"$733,000 ",7/9/2015,10,10
1655,5288620,S,7,803 Spofford ST,78704,3,2,0,1,1,0,1955,0.34,"1,548",$484.50 ,"$750,000 ",$476.42 ,"$737,500 ",9/21/2015,2,2
1656,6074144,S,7,2702 Rockingham DR,78704,4,3,0,2,1,2,1960,0.35,"2,781",$287.31 ,"$799,000 ",$270.05 ,"$751,000 ",11/12/2015,92,92
1657,9844291,S,7,1612 Hether ST,78704,3,2,0,2,2,0,1939,0.16,"1,874",$400.21 ,"$750,000 ",$419.02 ,"$785,250 ",11/10/2015,3,3
1658,6575520,S,7,1907 Barton Hills Dr,78704,3,2,0,1,1,2,1971,0.28,"1,995",$395.94 ,"$789,900 ",$408.52 ,"$815,000 ",5/20/2015,9,9
1659,2695096,S,7,1807 Margaret ST,78704,5,4,0,1,2,0,1960,0.23,"2,413",$351.84 ,"$849,000 ",$351.84 ,"$849,000 ",7/21/2015,5,5
1660,7510983,S,7,2700 Rockingham DR,78704,4,2,0,2,1,2,1962,0.3,"2,013",$466.47 ,"$939,000 ",$465.23 ,"$936,500 ",7/30/2015,6,6
1661,2838245,S,7,2001 Wright ST,78704,4,3,1,2,2,2,2007,0.16,"2,834",$342.27 ,"$970,000 ",$332.39 ,"$942,000 ",10/30/2015,60,60
1662,9872313,S,7,2012B Rabb Glen ST,78704,3,3,0,2,2,1,2015,0.13,"2,300",$445.65 ,"$1,025,000 ",$411.00 ,"$945,300 ",11/6/2015,42,42
1663,2382465,S,7,1702 Cresthaven DR,78704,4,3,1,2,2,2,1985,0.26,"3,183",$325.16 ,"$1,035,000 ",$298.46 ,"$950,000 ",11/10/2015,46,46
1664,4106368,S,7,1604 Bauerle Ave,78704,4,2,1,2,2,1,2010,0.14,"2,508",$388.76 ,"$975,000 ",$382.78 ,"$960,000 ",11/4/2015,3,3
1665,3287539,S,7,3001 Oakhaven DR,78704,4,3,1,2,2,2,2008,0.3,"2,918",$332.42 ,"$970,000 ",$332.42 ,"$970,000 ",11/13/2015,33,142
1666,5470665,S,7,2108 Peach Tree ST,78704,4,3,1,2,2,2,2013,,"2,442",$409.30 ,"$999,500 ",$403.36 ,"$985,000 ",12/10/2015,42,42
1667,5883953,S,7,1208 Kinney Ave,78704,4,3,0,1,2,1,2015,0.15,"2,435",$431.21 ,"$1,050,000 ",$420.94 ,"$1,025,000 ",11/25/2015,27,27
1668,6445109,S,7,2412 Elmglen DR,78704,4,3,0,1,1,1,2015,0.19,"2,730",$415.75 ,"$1,135,000 ",$402.93 ,"$1,100,000 ",10/5/2015,88,88
1669,8791417,S,7,1612 Bauerle Ave,78704,3,3,0,2,2,0,2013,0.14,"2,708",$442.76 ,"$1,199,000 ",$424.14 ,"$1,148,577 ",9/15/2015,96,132
1670,9093452,S,7,1809 Collier ST,78704,4,2,1,1,3,2,2015,,"2,797",$439.76 ,"$1,230,000 ",$425.46 ,"$1,190,000 ",12/14/2015,112,112
1671,1090484,S,7,2113 La Casa DR,78704,4,3,1,3,2,2,2015,0.18,"3,013",$423.17 ,"$1,275,000 ",$410.47 ,"$1,236,750 ",8/24/2015,27,27
1672,7367300,S,7,2101 Paramount Ave,78704,4,3,0,1,1,2,2015,0.3,"2,759",$471.19 ,"$1,300,000 ",$471.19 ,"$1,300,000 ",6/25/2015,,
1673,2690802,S,7,2704 Oak Park DR,78704,4,3,0,1,1,2,2015,0.29,"2,700",$481.48 ,"$1,300,000 ",$485.26 ,"$1,310,200 ",12/14/2015,3,3
1674,1285119,S,8E,3400 Fawn TRL,78746,2,2,0,1,1,2,1983,0.11,"1,501",$273.15 ,"$409,995 ",$273.81 ,"$410,995 ",10/26/2015,117,117
1675,4216429,S,8E,3401 Fawn TRL,78746,2,2,0,2,1,2,1983,0.12,"1,948",$251.03 ,"$489,000 ",$249.49 ,"$486,000 ",7/17/2015,5,5
1676,4979666,S,8E,3517 Fawn TRL,78746,5,5,0,3,2,2,1984,0.12,"3,100",$169.35 ,"$525,000 ",$165.16 ,"$512,000 ",7/13/2015,18,18
1677,1289828,S,8E,3113 Eaneswood DR,78746,3,2,1,3,2,2,1979,0.26,"2,618",$211.99 ,"$555,000 ",$200.53 ,"$525,000 ",9/3/2015,15,15
1678,8462811,S,8E,1615 The High RD,78746,4,2,1,2,2,0,1968,0.63,"2,547",$229.68 ,"$585,000 ",$221.34 ,"$563,750 ",12/30/2015,14,176
1679,3468458,S,8E,2104 Apricot Glen DR,78746,3,2,1,1,2,2,1981,0.38,"2,083",$295.53 ,"$615,595 ",$297.65 ,"$620,000 ",7/24/2015,,
1680,3971363,S,8E,2800 Waymaker WAY Unit#68,78746,4,3,0,2,2,2,2001,0.29,"3,084",$205.58 ,"$634,000 ",$205.58 ,"$634,000 ",7/31/2015,48,48
1681,3392899,S,8E,3110 BRIGHTWOOD DR,78746,4,2,1,1,2,2,1980,0.3,"1,903",$341.57 ,"$650,000 ",$341.57 ,"$650,000 ",7/30/2015,5,5
1682,2658667,S,8E,2200 Trail Of The Madrones,78746,3,4,1,1,2,0,1979,0.58,"3,230",$213.31 ,"$689,000 ",$206.91 ,"$668,330 ",12/29/2015,7,7
1683,8483277,S,8E,2009 Rue De St Tropez,78746,3,3,1,2,2,2,1995,0.16,"3,248",$230.60 ,"$749,000 ",$206.28 ,"$670,000 ",11/20/2015,98,98
1684,6573006,S,8E,1307 Wilderness DR,78746,4,2,0,1,1,2,1980,0.33,"2,419",$268.71 ,"$650,000 ",$279.04 ,"$675,000 ",9/14/2015,4,19
1685,3636496,S,8E,317 RIDGEWOOD RD,78746,3,2,0,2,1,0,1953,0.28,"1,749",$420.24 ,"$735,000 ",$391.65 ,"$685,000 ",12/23/2015,23,23
1686,4188947,S,8E,5700 Carry Back LN,78746,4,3,0,2,2,2,1987,0.37,"2,620",$290.08 ,"$760,000 ",$283.78 ,"$743,500 ",10/23/2015,67,67
1687,2893149,S,8E,3001 Copper Mount CV,78746,4,2,1,2,2,2,1982,0.42,"2,685",$275.23 ,"$739,000 ",$278.21 ,"$747,000 ",10/1/2015,1,1
1688,3425694,S,8E,5 Treemont DR,78746,3,3,0,1,2,2,2000,0.18,"2,232",$357.97 ,"$799,000 ",$339.68 ,"$758,158 ",11/30/2015,25,25
1689,1060929,S,8E,1606 The High RD,78746,3,3,1,2,2,2,1972,0.6,"3,487",$229.14 ,"$799,000 ",$217.95 ,"$760,000 ",9/30/2015,16,16
1690,7173821,S,8E,6100 Gun Bow CT,78746,3,3,1,2,1,2,1983,0.36,"2,882",$270.65 ,"$780,000 ",$267.54 ,"$771,050 ",6/24/2015,5,5
1691,5225137,S,8E,2104 Headwater LN,78746,5,3,0,2,2,2,1981,0.3,"2,760",$300.36 ,"$829,000 ",$282.61 ,"$780,000 ",8/17/2015,34,34
1692,3204104,S,8E,2935 Thousand Oaks DR,78746,4,3,1,1,2,2,1984,0.35,"3,003",$261.41 ,"$785,000 ",$261.41 ,"$785,000 ",10/30/2015,37,37
1693,7964067,S,8E,435 Brady LN,78746,4,2,0,2,1,2,1958,0.24,"2,047",$390.81 ,"$799,990 ",$390.82 ,"$800,000 ",7/13/2015,3,3
1694,6613857,S,8E,5009 Timberline DR,78746,3,2,0,2,1,0,1962,0.38,"1,767",$472.55 ,"$835,000 ",$472.55 ,"$835,000 ",7/28/2015,4,4
1695,4274041,S,8E,6010 Messenger Stake,78746,2,2,1,2,1,2,1994,0.13,"2,741",$325.25 ,"$891,500 ",$313.75 ,"$860,000 ",12/29/2015,59,156
1696,4756569,S,8E,4704 Timberline DR,78746,3,2,0,1,1,2,1974,0.36,"2,470",$354.25 ,"$875,000 ",$350.20 ,"$865,000 ",9/28/2015,5,5
