,Zip Code,Square Footage,List Price,Sold Price Per Foot,Sold Price,Sold Date
103,78731,4384,850000,191.61,840000,11/4/2013
104,78731,3197,899000,270.57,865000,11/26/2013
105,78731,4987,1099000,201.52,1005000,12/4/2013
106,78731,4503,1165000,242.56,1092250,12/30/2013
107,78731,4670,1295000,251.61,1175000,10/11/2013
108,78731,4361,1250000,283.19,1235000,12/12/2013
109,78703,1258,335000,247.22,311000,7/31/2013
110,78731,1517,380000,235.33,357000,9/13/2013
111,78731,1896,350000,188.55,357500,11/25/2013
112,78703,1000,390000,359.0,359000,11/4/2013
113,78731,1266,399900,315.88,399900,6/13/2013
114,78703,1044,399900,383.14,400000,9/27/2013
115,78703,2098,475000,193.99,407000,8/23/2013
116,78731,2141,479000,200.84,430000,8/12/2013
117,78703,1586,439900,274.27,435000,9/4/2013
118,78703,1124,435000,392.35,441000,6/28/2013
119,78703,937,449900,480.26,450000,8/8/2013
120,78703,1674,499000,271.8,455000,8/21/2013
121,78731,2196,472500,209.47,460000,12/27/2013
122,78703,1026,460000,458.09,470000,10/2/2013
123,78731,2656,550000,181.66,482500,10/31/2013
124,78703,1192,498500,410.65,489500,8/30/2013
125,78703,1616,525000,309.41,500000,12/18/2013
126,78703,1654,529000,302.3,500000,10/15/2013
127,78703,1330,499900,375.94,500000,7/15/2013
128,78703,1536,499000,326.17,501000,10/9/2013
129,78703,1307,509900,388.29,507500,8/8/2013
130,78731,1706,449900,298.94,510000,8/30/2013
131,78731,2552,510000,201.8,515000,8/28/2013
132,78703,1078,499950,482.37,520000,11/15/2013
133,78703,1296,549900,404.17,523800,10/31/2013
134,78703,1424,550000,377.81,538000,12/27/2013
135,78703,1772,585000,304.74,540000,10/30/2013
136,78731,2369,559500,227.94,540000,11/8/2013
137,78703,1385,559000,389.89,540000,10/25/2013
138,78703,1583,565000,344.28,545000,10/11/2013
139,78731,2406,549900,226.52,545000,10/9/2013
140,78703,1562,575000,353.39,552000,12/20/2013
141,78703,1707,599900,330.99,565000,10/29/2013
142,78731,2532,565000,223.14,565000,7/11/2013
143,78703,1715,595000,331.2,568000,11/4/2013
144,78731,2467,550000,231.05,570000,12/10/2013
145,78731,2761,599000,206.45,570000,7/25/2013
146,78731,1754,625000,327.82,575000,9/9/2013
147,78703,2055,625000,281.27,578000,12/26/2013
148,78703,2203,598500,263.28,580000,11/21/2013
149,78703,1679,595000,347.83,584000,7/29/2013
150,78703,1750,630000,336.73,589275,7/29/2013
151,78703,1620,585000,369.14,598000,6/26/2013
152,78703,2145,619900,279.72,600000,10/1/2013
153,78731,2123,599900,282.62,600000,8/13/2013
154,78703,1632,615000,370.71,605000,11/7/2013
155,78703,2005,599900,301.75,605000,9/20/2013
156,78703,1944,649000,316.36,615000,11/5/2013
157,78731,2208,625000,280.8,620000,12/19/2013
158,78703,1590,625000,393.08,625000,7/30/2013
159,78731,3264,624900,192.98,629900,7/19/2013
160,78703,1816,635000,348.57,633000,10/22/2013
161,78731,2370,640000,268.57,636500,7/22/2013
162,78703,2171,675000,297.1,645000,8/27/2013
163,78703,1782,615000,362.37,645750,8/9/2013
164,78731,2588,665000,250.39,648000,10/31/2013
165,78731,2730,699000,238.1,650000,10/11/2013
166,78703,1976,675000,334.01,660000,11/25/2013
167,78703,1906,655000,354.14,675000,10/25/2013
168,78703,2006,675000,342.97,688000,7/31/2013
169,78731,2104,725000,328.18,690500,9/16/2013
170,78703,2002,695000,354.65,710000,9/26/2013
171,78731,3175,759000,228.66,726000,10/17/2013
172,78703,2607,775000,287.69,750000,12/23/2013
173,78731,3387,849000,228.52,774000,12/2/2013
174,78703,2620,825000,295.8,775000,10/18/2013
175,78703,2570,795000,307.39,790000,12/11/2013
176,78703,3282,799900,243.72,799900,12/6/2013
177,78703,2459,808000,325.34,800000,12/31/2013
178,78703,2166,799000,370.73,803000,7/5/2013
179,78731,3482,869000,235.29,819275,11/15/2013
180,78703,2252,839900,364.12,820000,8/9/2013
181,78703,2311,825000,356.99,825000,7/22/2013
182,78703,2679,800000,308.7,827000,12/9/2013
183,78731,3344,850000,254.19,850000,12/12/2013
184,78703,2902,865000,293.25,851000,9/20/2013
185,78703,3320,995000,260.54,865000,8/26/2013
186,78703,2986,880870,291.77,871225,11/22/2013
187,78703,2892,899000,304.29,880000,9/25/2013
188,78703,2891,935000,307.16,888000,11/1/2013
189,78703,2662,920000,335.27,892500,9/6/2013
190,78703,2948,949000,305.29,900000,11/15/2013
191,78703,2917,899900,309.91,904000,10/25/2013
192,78703,3795,985000,239.79,910000,12/27/2013
193,78703,2999,975000,309.27,927500,12/16/2013
194,78703,2533,990000,367.15,930000,12/2/2013
195,78703,2951,995000,316.84,935000,11/15/2013
196,78731,2836,987000,329.69,935000,11/23/2013
197,78731,3831,985000,247.98,950000,12/17/2013
198,78703,2764,975000,347.14,959500,9/26/2013
199,78703,3098,1099000,310.68,962500,11/11/2013
200,78703,5154,997000,187.23,965000,10/16/2013
201,78703,2740,975000,352.19,965000,10/15/2013
202,78731,4301,1125000,226.69,975000,9/27/2013
203,78703,5227,1250000,191.31,1000000,12/20/2013
204,78731,3691,1055000,270.93,1000000,7/30/2013
205,78703,2934,1072000,351.06,1030000,9/17/2013
206,78703,2735,1147500,378.43,1035000,9/24/2013
207,78703,2968,1100000,352.09,1045000,12/20/2013
208,78703,2551,1100000,428.26,1092500,11/27/2013
209,78703,4035,1190000,275.09,1110000,9/25/2013
210,78703,2743,1195000,405.03,1111000,12/13/2013
211,78703,2400,1150000,479.17,1150000,11/22/2013
212,78703,3414,1250000,351.49,1200000,9/23/2013
213,78703,3451,1250000,361.39,1247150,11/20/2013
214,78703,3535,1250000,356.44,1260000,9/30/2013
215,78703,3326,1350000,398.38,1325000,8/27/2013
216,78703,3293,1350000,405.41,1335000,11/4/2013
217,78703,3975,1475000,342.14,1360000,10/11/2013
218,78703,3739,1350000,369.08,1380000,7/12/2013
219,78703,5489,1595000,256.34,1407035,12/18/2013
220,78703,3805,1429000,374.51,1425000,8/2/2013
221,78703,3801,1500000,378.45,1438500,11/8/2013
222,78703,3571,1600000,406.05,1450000,12/18/2013
223,78703,5435,1650000,271.39,1475000,11/1/2013
224,78703,3714,1500000,403.88,1500000,10/7/2013
225,78703,5868,1699999,274.37,1610000,11/8/2013
226,78703,3883,1795000,424.93,1650000,12/19/2013
227,78703,3783,1835000,469.2,1775000,8/20/2013
228,78703,3740,1950000,497.99,1862500,9/30/2013
229,78703,5659,2250000,362.25,2050000,11/4/2013
230,78703,4688,2275000,442.62,2075000,12/20/2013
231,78703,5573,2195000,372.33,2075000,9/30/2013
232,78703,5468,2850000,512.07,2800000,11/20/2013
233,78703,3431,5200000,1311.57,4500000,10/25/2013
234,78727,920,139950,148.37,136500,8/15/2013
235,78727,950,138000,144.21,137000,10/18/2013
236,78727,1099,149900,132.85,146000,9/13/2013
237,78727,1034,150000,145.07,150000,10/23/2013
238,78727,1375,145000,115.64,159000,8/19/2013
239,78727,1105,163500,146.61,162000,9/24/2013
240,78727,1429,177900,116.86,167000,8/30/2013
241,78759,1576,170000,106.08,167175,9/5/2013
242,78759,1240,180000,135.48,168000,11/27/2013
243,78727,1264,164900,133.31,168500,12/20/2013
244,78727,1348,179000,127.6,172000,10/9/2013
245,78727,1297,179900,138.78,180000,8/16/2013
246,78727,1493,184500,122.77,183300,9/27/2013
247,78727,1304,179900,140.72,183500,11/7/2013
248,78727,1693,183800,108.98,184500,11/13/2013
249,78727,1369,183000,135.14,185000,8/8/2013
250,78727,1693,190000,109.57,185500,8/13/2013
251,78727,1408,183000,133.59,188100,7/9/2013
252,78727,1359,189000,141.65,192500,8/15/2013
253,78727,1455,194500,133.68,194500,7/1/2013
254,78727,1510,199900,129.74,195900,11/18/2013
255,78727,1525,200000,128.52,196000,12/4/2013
256,78727,1498,198400,133.18,199500,11/5/2013
257,78727,1454,195000,140.99,205000,12/20/2013
258,78759,1401,215000,146.32,205000,9/27/2013
259,78759,1203,209900,170.41,205000,7/26/2013
260,78727,1671,205900,123.22,205900,7/19/2013
261,78759,1465,220000,143.0,209500,8/15/2013
262,78727,1481,215000,141.8,210000,7/30/2013
263,78759,1834,190000,115.05,211000,8/14/2013
264,78727,1400,209997,151.07,211500,10/30/2013
265,78759,1447,210000,146.32,211730,11/4/2013
266,78759,1129,210000,187.78,212000,10/2/2013
267,78759,1448,230000,146.75,212500,11/18/2013
268,78759,1200,210000,177.5,213000,10/4/2013
269,78759,1309,199000,163.48,214000,12/27/2013
270,78759,1182,219000,181.9,215000,9/26/2013
271,78727,1838,212500,116.97,215000,7/11/2013
272,78727,2023,214950,107.27,217000,8/26/2013
273,78759,1108,233900,196.74,217990,12/20/2013
274,78727,1380,219900,158.62,218900,8/14/2013
275,78727,1529,217000,143.88,220000,10/25/2013
276,78759,1358,219900,162.0,220000,9/13/2013
277,78759,1619,221000,136.5,221000,8/7/2013
278,78759,1308,234900,171.1,223800,10/31/2013
279,78759,1523,224900,147.08,224000,12/20/2013
280,78759,1544,228000,145.73,225000,7/11/2013
281,78727,2031,259900,110.78,225000,7/9/2013
282,78727,2367,245000,96.32,228000,8/30/2013
283,78759,1521,239000,149.9,228000,10/10/2013
284,78727,1850,228500,123.24,228000,7/23/2013
285,78727,1418,239900,161.5,229000,12/20/2013
286,78759,1686,225000,136.42,230000,10/24/2013
287,78759,1294,234950,181.61,235000,8/23/2013
288,78727,1675,229000,142.69,239000,8/1/2013
289,78759,1456,225000,164.15,239000,7/15/2013
290,78759,1502,238200,159.79,240000,12/2/2013
291,78727,2242,249999,107.05,240000,12/12/2013
292,78727,1764,245000,136.05,240000,10/14/2013
293,78759,1394,244900,175.68,244900,9/16/2013
294,78727,1790,244990,136.87,245000,11/12/2013
295,78759,1642,225000,149.21,245000,8/20/2013
296,78759,1665,245000,147.15,245000,7/25/2013
297,78727,2081,244900,118.16,245900,7/24/2013
298,78727,1741,247000,141.3,246000,8/1/2013
299,78759,1651,250000,150.99,249290,8/12/2013
300,78727,1636,254900,152.81,250000,12/10/2013
301,78727,2295,264900,108.93,250000,11/22/2013
302,78759,1914,255000,130.62,250000,8/9/2013
303,78759,1688,239900,148.1,250000,6/20/2013
304,78759,1674,250000,150.84,252500,6/20/2013
305,78727,1763,249000,144.07,254000,8/2/2013
306,78727,1641,255000,155.39,255000,11/20/2013
307,78759,1404,264935,182.34,256000,11/16/2013
308,78727,2034,258000,126.35,257000,8/5/2013
309,78759,1413,260000,184.01,260000,9/19/2013
310,78727,2012,258950,129.22,260000,9/26/2013
311,78727,1822,254900,143.8,262000,6/26/2013
312,78727,1850,260000,142.16,263000,11/20/2013
313,78759,1278,265000,205.79,263000,7/24/2013
314,78759,2049,264900,128.94,264200,11/14/2013
315,78727,2034,264900,130.24,264900,7/26/2013
316,78727,1680,259000,157.74,265000,10/21/2013
317,78759,2172,265000,122.01,265000,8/13/2013
318,78727,2562,265000,103.43,265000,8/20/2013
319,78727,2027,259900,130.74,265000,8/2/2013
320,78727,1573,247500,169.1,266000,9/20/2013
321,78727,1868,260000,142.93,267000,10/11/2013
322,78759,1516,260000,177.44,269000,12/4/2013
323,78727,1975,269950,136.2,269000,9/30/2013
324,78759,1704,269900,158.39,269900,9/30/2013
325,78727,1984,269900,136.04,269900,9/24/2013
326,78727,1965,263000,137.4,270000,8/16/2013
327,78727,1514,270000,178.34,270000,7/31/2013
328,78727,2025,269900,134.32,272000,9/30/2013
329,78727,1926,259000,142.0,273500,11/22/2013
330,78759,1345,275000,204.46,275000,7/8/2013
331,78759,1708,278500,161.3,275500,7/24/2013
332,78759,1425,276000,193.68,276000,8/26/2013
333,78759,1502,277000,184.42,277000,12/20/2013
334,78759,1902,290000,147.21,280000,9/13/2013
335,78759,1503,282900,186.29,280000,7/18/2013
336,78727,1872,275000,150.64,282000,7/23/2013
337,78750,1706,288000,167.06,285000,10/23/2013
338,78759,2308,275000,123.48,285000,7/15/2013
339,78759,1656,285000,173.01,286500,12/31/2013
340,78759,2118,299000,136.69,289500,11/25/2013
341,78759,1743,295000,166.38,290000,11/20/2013
342,78750,1747,299000,166.0,290000,12/16/2013
343,78727,2188,298950,133.66,292450,11/26/2013
344,78727,2021,289900,145.42,293900,10/25/2013
345,78759,1630,293000,180.98,295000,9/25/2013
346,78759,1826,299900,162.1,296000,11/25/2013
347,78727,2104,305000,140.68,296000,11/1/2013
348,78759,1849,315000,163.06,301500,7/26/2013
349,78727,2301,310000,131.46,302500,11/27/2013
350,78727,2182,294900,139.09,303500,7/26/2013
351,78759,1780,300000,171.35,305000,9/24/2013
352,78759,1894,314990,163.15,309000,8/23/2013
353,78727,2075,310000,149.4,310000,9/20/2013
354,78759,1786,319913,173.98,310733,6/26/2013
355,78759,1757,299992,177.01,311000,9/27/2013
356,78759,1877,335000,167.82,315000,11/18/2013
357,78759,2298,330000,137.08,315000,8/29/2013
358,78759,1975,339000,160.0,316000,12/31/2013
359,78759,1654,325000,191.96,317500,12/26/2013
360,78759,1820,335000,175.82,320000,9/25/2013
361,78727,2275,299900,141.15,321105,6/29/2013
362,78727,2730,322900,118.32,323000,12/26/2013
363,78727,2541,320000,127.9,325000,12/19/2013
364,78759,2020,340000,161.39,326000,9/18/2013
365,78727,2350,329000,140.0,329000,9/20/2013
366,78759,2276,335000,144.9,329800,9/12/2013
367,78759,2116,329900,155.91,329900,8/6/2013
368,78759,2496,339500,132.21,330000,11/15/2013
369,78759,2025,339000,162.96,330000,10/15/2013
370,78759,2096,324900,159.83,335000,8/20/2013
371,78759,1914,319900,175.03,335000,7/4/2013
372,78759,1818,325000,187.02,340000,5/15/2013
373,78750,1948,344900,174.54,340000,7/24/2013
374,78759,2159,340000,157.48,340000,6/28/2013
375,78759,2103,339126,161.75,340150,9/30/2013
376,78759,1855,359000,184.37,342000,6/3/2013
377,78759,2115,357000,163.05,344850,12/31/2013
378,78759,2478,360000,139.23,345000,12/2/2013
379,78759,2044,365000,168.79,345000,11/7/2013
380,78759,1888,349900,185.12,349500,10/30/2013
381,78759,2199,350000,159.16,350000,6/3/2013
382,78759,1959,350000,179.43,351500,9/24/2013
383,78759,1755,335205,202.28,355000,10/25/2013
384,78759,1950,359000,184.62,360000,8/29/2013
385,78727,2040,349995,176.96,361000,7/25/2013
386,78727,2450,350000,148.2,363100,6/28/2013
387,78759,2411,365000,151.35,364900,8/30/2013
388,78759,2314,385000,157.74,365000,10/25/2013
389,78759,2043,359900,179.15,366000,7/8/2013
390,78727,2453,370000,150.84,370000,10/1/2013
391,78759,2069,375000,179.31,371000,11/18/2013
392,78750,2044,379900,183.46,375000,8/19/2013
393,78759,2283,397000,165.31,377400,8/28/2013
394,78759,2861,378000,132.12,378000,7/25/2013
395,78759,2428,379500,156.3,379500,12/17/2013
396,78750,2094,374000,181.47,380000,9/3/2013
397,78727,1989,389000,191.05,380000,10/7/2013
398,78759,1885,350000,202.65,382000,7/25/2013
399,78759,2140,375000,179.91,385000,8/22/2013
400,78750,2050,387500,190.24,390000,10/9/2013
401,78727,2820,369000,139.72,394000,9/11/2013
402,78759,2431,399950,164.52,399950,9/23/2013
403,78759,2402,395000,166.53,400000,10/28/2013
404,78750,1906,399000,209.86,400000,7/30/2013
405,78750,2885,419000,139.17,401500,12/30/2013
406,78759,2196,399900,183.74,403500,9/27/2013
407,78727,2883,415000,139.96,403500,7/31/2013
408,78759,1724,389000,234.92,405000,8/23/2013
409,78759,2644,415000,153.93,407000,12/13/2013
410,78759,2235,420000,182.1,407000,9/24/2013
411,78759,2751,425000,149.4,411000,8/9/2013
412,78759,2278,399900,182.18,415000,10/30/2013
413,78759,2875,425000,144.35,415000,11/13/2013
414,78759,2434,400000,170.71,415500,11/27/2013
415,78750,2441,420000,170.83,417000,8/16/2013
416,78759,2296,449900,182.69,419450,9/6/2013
417,78759,2792,439900,150.43,420000,10/11/2013
418,78750,3061,449900,137.21,420000,7/25/2013
419,78750,2411,434900,176.28,425000,11/12/2013
420,78750,2232,429000,191.02,426350,8/19/2013
421,78759,3011,435000,141.81,427000,12/11/2013
422,78750,2414,430000,177.07,427450,7/24/2013
423,78759,2459,440000,174.26,428500,6/28/2013
424,78759,2048,415000,209.47,429000,9/10/2013
425,78727,2411,425000,178.35,430000,8/30/2013
426,78727,2484,398800,175.12,435000,11/4/2013
427,78750,2323,425000,187.47,435500,10/18/2013
428,78750,2398,430000,185.99,446000,8/14/2013
429,78750,2652,459000,169.68,450000,12/12/2013
430,78759,2356,460000,191.0,450000,10/29/2013
431,78759,3296,469999,136.83,451000,11/27/2013
432,78759,2656,450000,170.09,451750,11/25/2013
433,78759,3158,439900,143.6,453500,8/15/2013
434,78759,2614,459900,173.68,454000,9/30/2013
435,78759,2529,459000,181.49,459000,8/30/2013
436,78759,2540,439500,181.1,460000,12/9/2013
437,78750,2697,445000,170.56,460000,9/4/2013
438,78759,2918,475000,159.01,464000,10/25/2013
439,78759,3184,479900,146.36,466000,9/11/2013
440,78759,2159,464900,217.69,470000,12/20/2013
441,78759,2665,453000,176.36,470000,8/24/2013
442,78750,2732,458500,172.04,470000,7/8/2013
443,78759,2594,475000,183.11,475000,12/10/2013
444,78759,2828,469900,167.96,475000,8/29/2013
445,78759,2580,475900,185.16,477700,12/4/2013
446,78750,2339,475000,204.79,479000,12/10/2013
447,78759,2551,435000,188.16,480000,12/16/2013
448,78759,2412,465000,199.0,480000,9/10/2013
449,78759,2720,475000,177.21,482000,9/27/2013
450,78750,2481,489900,194.88,483500,6/25/2013
451,78759,2663,479000,182.13,485000,12/2/2013
452,78750,3104,499900,156.25,485000,11/13/2013
453,78759,2935,515000,166.61,489000,12/6/2013
454,78759,3123,484000,157.54,492000,7/22/2013
455,78750,3414,519000,144.99,495000,11/10/2013
456,78759,3413,499990,145.33,496000,9/20/2013
457,78759,2390,487900,210.84,503900,10/4/2013
458,78759,3289,540000,155.82,512500,8/9/2013
459,78759,2827,525000,182.17,515000,9/25/2013
460,78759,2721,498999,191.11,520000,8/9/2013
461,78759,3025,549945,171.9,520000,8/28/2013
462,78759,2901,514900,180.97,525000,12/9/2013
463,78759,2830,525000,185.51,525000,10/28/2013
464,78759,3024,539000,173.94,526000,10/30/2013
465,78750,3788,539000,139.65,529000,11/12/2013
466,78759,2565,499000,206.24,529000,8/8/2013
467,78750,3356,579990,157.93,530000,12/9/2013
468,78750,3423,529990,154.83,530000,7/12/2013
469,78759,2809,525000,189.75,533000,7/17/2013
470,78759,3143,549999,173.4,545000,8/30/2013
471,78750,3009,585000,181.12,545000,8/1/2013
472,78759,3328,558900,167.94,558900,10/31/2013
473,78759,2804,565000,203.93,571815,11/27/2013
474,78759,3633,599900,157.58,572500,7/22/2013
475,78759,3833,599000,150.01,575000,12/20/2013
476,78750,3483,575000,165.09,575000,10/30/2013
477,78750,3260,575000,176.41,575100,12/19/2013
478,78759,3406,610000,169.99,579000,7/19/2013
479,78750,3667,559900,158.17,580000,12/18/2013
480,78759,3213,594900,181.92,584500,8/19/2013
481,78759,3466,579000,170.37,590500,9/27/2013
482,78759,3830,630000,156.37,598880,11/1/2013
483,78750,3154,625000,190.23,600000,9/20/2013
484,78750,4365,620000,138.6,605000,6/28/2013
485,78759,3375,630000,182.22,615000,9/13/2013
486,78750,3004,629900,204.73,615000,7/25/2013
487,78750,4107,656000,153.4,630000,9/3/2013
488,78759,3019,640000,211.99,640000,8/15/2013
489,78759,3858,650000,169.78,655000,8/8/2013
490,78759,3980,695000,172.11,685000,6/28/2013
491,78759,4380,849000,191.55,839000,11/1/2013
492,78752,832,105000,115.38,96000,7/25/2013
493,78752,840,79900,153.57,129000,11/15/2013
494,78752,920,149000,141.3,130000,7/23/2013
495,78757,743,139900,178.33,132500,9/12/2013
496,78757,975,180000,141.03,137500,12/12/2013
497,78752,1212,179900,118.81,144000,8/15/2013
498,78752,357,152000,406.16,145000,9/16/2013
499,78752,900,175000,174.44,157000,9/19/2013
500,78752,1193,175000,133.53,159300,9/6/2013
501,78757,1138,175000,157.95,179750,10/1/2013
502,78752,1168,210000,154.11,180000,6/19/2013
503,78757,1051,195000,179.83,189000,11/26/2013
504,78757,1058,184900,187.28,198144,7/22/2013
505,78757,1146,204900,180.88,207285,6/24/2013
506,78752,1020,189997,205.88,210000,10/18/2013
507,78757,1260,210000,166.67,210000,10/9/2013
508,78757,1648,260000,130.46,215000,10/28/2013
509,78752,1100,215000,195.45,215000,9/3/2013
510,78757,1051,219500,206.95,217500,9/30/2013
511,78752,1291,199500,168.86,218000,7/24/2013
512,78757,1053,225000,207.98,219000,8/2/2013
513,78757,744,249950,296.07,220275,9/16/2013
514,78757,1206,219800,184.49,222500,7/15/2013
515,78757,1082,219000,206.1,223000,12/2/2013
516,78752,1063,215000,209.78,223000,7/19/2013
517,78757,1051,225000,214.08,225000,11/4/2013
518,78757,1221,225000,184.28,225000,7/5/2013
519,78752,1309,245000,174.56,228500,11/11/2013
520,78757,968,239900,237.5,229900,12/16/2013
521,78757,1339,235000,171.77,230000,9/27/2013
522,78757,1115,218000,206.28,230000,8/12/2013
523,78752,1044,219000,222.22,232000,12/9/2013
524,78752,816,249900,291.67,238000,12/10/2013
525,78757,1024,240000,234.38,240000,7/31/2013
526,78757,1002,260000,239.52,240000,7/15/2013
527,78757,751,239900,323.44,242900,11/8/2013
528,78752,1450,229900,167.59,243000,9/20/2013
529,78752,732,240000,334.7,245000,12/10/2013
530,78757,1452,279500,168.73,245000,10/31/2013
531,78757,1382,249000,178.73,247000,8/19/2013
532,78752,1360,240000,183.82,250000,6/17/2013
533,78757,1114,249900,225.31,251000,7/12/2013
534,78752,849,252500,297.41,252500,8/9/2013
535,78757,1352,235000,187.87,254000,9/9/2013
536,78757,1534,275000,166.23,255000,8/15/2013
537,78757,1793,315000,143.89,258000,9/23/2013
538,78752,768,259900,338.41,259900,7/29/2013
539,78752,1342,269000,193.74,260000,11/22/2013
540,78757,1224,249999,212.42,260000,11/15/2013
541,78757,1176,265000,222.79,262000,11/21/2013
542,78752,826,250000,317.8,262500,9/6/2013
543,78757,1686,315000,155.73,262560,10/22/2013
544,78757,940,264000,280.85,264000,7/30/2013
545,78757,1190,280000,222.69,265000,8/23/2013
546,78757,955,267000,279.58,267000,10/11/2013
547,78757,1360,265000,196.47,267200,9/10/2013
548,78752,1168,274900,229.45,268000,10/8/2013
549,78757,846,269900,319.03,269900,11/1/2013
550,78757,1243,269900,217.14,269900,9/12/2013
551,78757,1176,275000,229.59,270000,10/25/2013
552,78752,1157,265000,235.09,272000,10/1/2013
553,78757,1514,289999,179.66,272000,11/8/2013
