#,MLS #,Status,Area,Address,Zip,# Beds Total,# Baths Full,# Baths Half,# Living,# Stories,# Garage Spaces,Year Built,Acres,Sqft Total,LP$SqFt,List Price,Sold/Lease$/SqFt,Sold/Lease Price,Sold/Lease Date,ADOM,CDOM
35,2486427,S,1A,5808 Trailridge DR,78731,3,2,0,2,1,2,1957,0.41,"1,833",$314.78 ,"$577,000 ",$312.06 ,"$572,000 ",7/22/2016,,
36,7400881,S,1A,3802 GREEN TRAILS NORTH,78731,3,2,1,3,1,2,1978,0.26,"2,737",$217.39 ,"$595,000 ",$209.17 ,"$572,500 ",11/29/2016,57,57
37,4764328,S,1A,8507 Greenflint LN,78759,4,3,0,3,1,0,1968,0.37,"3,815",$150.72 ,"$575,000 ",$150.72 ,"$575,000 ",10/21/2016,26,26
38,1169135,S,1A,3911 Walnut Clay DR,78731,4,3,1,3,2,2,1985,0.25,"2,861",$216.71 ,"$619,999 ",$201.73 ,"$577,150 ",9/30/2016,100,100
39,5170588,S,1A,4810 Ranch Road 2222,78731,3,2,1,2,M,2,1984,0.36,"2,590",$231.47 ,"$599,500 ",$223.94 ,"$580,000 ",9/30/2016,119,119
40,4200938,S,1A,4407 Canyonside TRL,78731,3,2,1,1,2,2,1985,0.17,"2,709",$217.42 ,"$589,000 ",$215.58 ,"$584,000 ",12/19/2016,85,85
41,5566278,S,1A,5805 Highland Hills DR,78731,4,3,1,3,2,0,1968,0.19,"3,116",$200.58 ,"$625,000 ",$189.35 ,"$590,000 ",11/3/2016,32,218
42,8340897,S,1A,6107 Mountainclimb DR,78731,3,2,0,,1,2,1961,0.25,"1,661",$330.52 ,"$549,000 ",$356.71 ,"$592,500 ",11/10/2016,4,4
43,5788939,S,1A,4007 Greystone DR,78731,4,2,0,2,1,2,1969,0.22,"1,918",$317.52 ,"$609,000 ",$310.22 ,"$595,000 ",8/19/2016,26,26
44,6509661,S,1A,7623 Rockpoint DR,78731,3,2,1,1,2,2,1974,0.28,"2,556",$234.74 ,"$600,000 ",$233.96 ,"$598,000 ",11/9/2016,127,127
45,9228195,S,1A,4006 Sierra DR,78731,3,2,0,2,1,2,1962,0.3,"2,258",$265.28 ,"$599,000 ",$265.28 ,"$599,000 ",9/12/2016,3,3
46,6867962,S,1A,6405 Cedro CV,78731,4,3,1,2,1,2,1984,0.34,"3,042",$208.74 ,"$635,000 ",$198.22 ,"$603,000 ",11/16/2016,16,104
47,8830382,S,1A,3908 Sierra DR,78731,4,2,0,2,1,2,1962,0.31,"2,283",$262.37 ,"$599,000 ",$265.00 ,"$605,000 ",7/21/2016,5,5
48,6684654,S,1A,7313 Mesa DR,78731,3,2,1,2,1,2,1967,0.43,"2,723",$231.00 ,"$629,000 ",$224.02 ,"$610,000 ",11/21/2016,51,51
49,7288467,S,1A,4215 Bamford DR,78731,3,2,0,2,2,2,1969,0.24,"2,154",$290.16 ,"$625,000 ",$290.16 ,"$625,000 ",12/23/2016,3,3
50,6451538,S,1A,7219 Running Rope,78731,4,2,0,2,1,2,1969,0.26,"1,893",$342.84 ,"$649,000 ",$330.16 ,"$625,000 ",10/27/2016,8,8
51,9644701,S,1A,5906 Mesa DR,78731,4,2,1,1,2,2,1985,0.28,"2,380",$273.11 ,"$650,000 ",$262.61 ,"$625,000 ",12/22/2016,41,41
52,5312820,S,1A,5103 Lea CV,78731,4,2,1,1,M,2,1976,0.34,"2,456",$264.25 ,"$649,000 ",$256.51 ,"$630,000 ",7/15/2016,3,3
53,4098403,S,1A,8707 Tallwood DR,78759,5,2,2,3,2,2,1967,0.3,"3,411",$190.56 ,"$650,000 ",$184.70 ,"$630,000 ",8/19/2016,30,30
54,4858155,S,1A,4112 Paint Rock DR,78731,4,3,0,2,1,2,1969,0.24,"2,195",$289.29 ,"$635,000 ",$287.02 ,"$630,000 ",7/25/2016,13,13
55,4449999,S,1A,6201 Ledge Mountain DR,78731,4,2,1,2,2,2,1989,0.39,"2,966",$214.09 ,"$635,000 ",$213.76 ,"$634,000 ",6/8/2016,,
56,6184059,S,1A,5810 Trailridge DR,78731,3,2,0,2,1,2,1957,0.39,"1,955",$324.81 ,"$635,000 ",$324.81 ,"$635,000 ",9/23/2016,,
57,8574450,S,1A,4300 CLIFFWOOD CIR,78759,5,3,1,3,2,2,1970,0.28,"3,278",$197.99 ,"$649,000 ",$194.33 ,"$637,000 ",9/6/2016,56,56
58,1448290,S,1A,6804 Ladera Norte,78731,3,3,0,2,1,2,1985,0.5,"2,430",$267.49 ,"$650,000 ",$262.93 ,"$638,930 ",10/21/2016,65,65
59,3583653,S,1A,4108 Circletree LOOP,78731,5,3,0,2,1,2,1967,0.3,"3,329",$209.97 ,"$699,000 ",$193.60 ,"$644,500 ",6/22/2016,9,56
60,1145554,S,1A,3505 Hillbrook CIR,78731,3,2,1,1,2,2,1977,0.23,"2,201",$293.05 ,"$645,000 ",$293.05 ,"$645,000 ",8/31/2016,4,4
61,9922457,S,1A,5600 Lakemoore DR,78731,5,2,1,2,1,2,1983,0.51,"3,336",$202.31 ,"$674,900 ",$194.84 ,"$650,000 ",12/12/2016,36,36
62,5821265,S,1A,8524 Etienne CV,78759,3,3,0,2,2,2,2013,0.15,"2,515",$268.19 ,"$674,500 ",$259.44 ,"$652,500 ",9/15/2016,84,84
63,3263930,S,1A,7605 Shadyrock DR,78731,5,3,0,2,2,2,1971,0.31,"2,950",$227.10 ,"$669,950 ",$223.39 ,"$659,000 ",12/16/2016,98,98
64,8689621,S,1A,6007 Mountainclimb DR,78731,3,2,1,2,2,2,1962,0.27,"2,546",$269.05 ,"$685,000 ",$264.14 ,"$672,500 ",8/31/2016,16,16
65,8350748,S,1A,6907 Cat Creek RUN,78731,3,3,0,2,2,2,1984,0.14,"3,100",$224.19 ,"$695,000 ",$217.74 ,"$675,000 ",11/22/2016,148,148
66,1523477,S,1A,3708 CIMA SERENA Unit#2,78759,4,3,0,1,2,0,2016,,"2,432",$283.31 ,"$689,000 ",$279.19 ,"$679,000 ",12/16/2016,94,94
67,2040267,S,1A,8614 Willowick DR,78759,4,3,0,2,1,2,1963,0.29,"2,362",$290.01 ,"$685,000 ",$290.01 ,"$685,000 ",12/19/2016,42,73
68,8156961,S,1A,5316 VALBURN CIR,78731,4,3,1,2,2,2,1977,0.35,"3,371",$222.49 ,"$750,000 ",$203.20 ,"$685,000 ",12/8/2016,56,56
69,1365527,S,1A,8822 Silverarrow CIR,78759,4,3,0,2,1,2,1968,0.24,"2,203",$313.21 ,"$690,000 ",$313.21 ,"$690,000 ",12/21/2016,1,100
70,1144878,S,1A,6003 Lonesome Valley TRL,78731,4,3,1,3,M,2,1993,0.34,"3,455",$201.16 ,"$695,000 ",$201.16 ,"$695,000 ",8/1/2016,3,3
71,7023398,S,1A,8603 Alverstone WAY,78759,4,2,0,2,1,2,1975,0.21,"2,474",$282.90 ,"$699,900 ",$282.90 ,"$699,900 ",8/17/2016,2,2
72,1712090,S,1A,4401 Walhill LN,78759,3,3,1,2,2,2,1980,0.34,"3,256",$222.67 ,"$725,000 ",$218.06 ,"$710,000 ",8/17/2016,3,3
73,6194324,S,1A,8610 Willowick DR,78759,4,3,0,3,2,2,1965,0.32,"2,852",$245.41 ,"$699,900 ",$248.95 ,"$710,000 ",8/15/2016,30,30
74,2960190,S,1A,4019 Far West BLVD,78731,4,2,1,2,1,2,1966,0.28,"2,776",$252.13 ,"$699,900 ",$258.47 ,"$717,500 ",7/21/2016,2,2
75,5054115,S,1A,8707 Azalea TRL,78759,4,2,1,1,2,2,1964,0.25,"2,445",$298.16 ,"$729,000 ",$294.48 ,"$720,000 ",11/4/2016,75,75
76,4257019,S,1A,8602 Emerald Hill DR,78759,4,2,1,1,1,2,1969,0.41,"2,736",$281.40 ,"$769,900 ",$263.52 ,"$721,000 ",8/19/2016,12,12
77,9551675,S,1A,7303 Mesa DR,78731,3,2,1,2,1,2,1966,0.25,"2,354",$307.99 ,"$725,000 ",$307.99 ,"$725,000 ",12/12/2016,4,4
78,9272850,S,1A,6107 Twin Ledge CV,78731,4,3,1,3,M,2,1984,0.4,"2,794",$268.43 ,"$750,000 ",$259.48 ,"$725,000 ",12/1/2016,55,55
79,7939524,S,1A,4721 Twin Valley DR,78731,3,4,1,3,3,3,1984,0.29,"3,320",$231.63 ,"$769,000 ",$220.78 ,"$733,000 ",11/29/2016,12,12
80,2142320,S,1A,8608 Willowick DR,78759,4,2,1,3,2,0,1965,0.34,"3,879",$193.32 ,"$749,900 ",$190.13 ,"$737,500 ",8/16/2016,11,11
81,1424207,S,1A,3712 Hidden HOLW,78731,3,2,1,2,1,2,1976,0.25,"2,548",$294.31 ,"$749,900 ",$290.42 ,"$740,000 ",12/16/2016,122,122
82,3824155,S,1A,8408 Hayes LN,78759,3,2,0,3,1,2,1970,0.35,"2,531",$286.05 ,"$724,000 ",$296.33 ,"$750,000 ",6/17/2016,2,2
83,4114174,S,1A,7600 W Rim DR,78731,5,3,0,3,2,2,1969,0.25,"2,954",$262.36 ,"$775,000 ",$257.28 ,"$760,000 ",7/20/2016,18,18
84,6077237,S,1A,6304 Gato PATH,78731,4,2,1,1,1,2,1983,0.28,"2,817",$275.12 ,"$775,000 ",$270.32 ,"$761,500 ",12/15/2016,42,42
85,7402655,S,1A,4107 Circletree LOOP,78731,4,2,1,1,1,2,1966,0.24,"2,333",$327.90 ,"$765,000 ",$327.90 ,"$765,000 ",8/31/2016,20,20
86,7889990,S,1A,4303 Lostridge DR,78731,5,3,0,3,2,2,1969,0.29,"3,944",$226.93 ,"$895,000 ",$196.37 ,"$774,500 ",10/7/2016,74,74
87,1177845,S,1A,3702 Green TRL S,78731,4,2,1,2,2,2,1978,0.25,"3,103",$249.76 ,"$775,000 ",$249.76 ,"$775,000 ",12/9/2016,7,7
88,5709059,S,1A,5802 Lakeview CIR,78731,4,3,0,2,M,1,1960,0.3,"2,771",$283.29 ,"$785,000 ",$279.68 ,"$775,000 ",7/26/2016,7,7
89,7094253,S,1A,3613 Laurel Ledge LN,78731,3,2,1,1,2,2,1976,0.32,"2,555",$304.89 ,"$779,000 ",$304.89 ,"$779,000 ",9/14/2016,21,21
90,7713554,S,1A,7004 Edgefield,78731,4,2,1,2,1,2,1968,0.33,"2,632",$309.65 ,"$815,000 ",$301.12 ,"$792,540 ",8/18/2016,5,5
91,4056771,S,1A,4421 Stony Meadow LN,78731,4,3,0,2,2,2,1979,0.15,"2,870",$270.00 ,"$774,900 ",$276.83 ,"$794,500 ",12/15/2016,3,3
92,2333150,S,1A,6110 Mountainclimb DR,78731,4,4,0,1,2,2,1962,0.33,"2,564",$335.37 ,"$859,900 ",$327.61 ,"$840,000 ",11/18/2016,39,39
93,5438044,S,1A,6304 Belo Horizonte CIR,78731,4,3,1,4,2,2,1972,0.41,"3,966",$226.68 ,"$899,000 ",$216.84 ,"$860,000 ",8/25/2016,32,32
94,5745995,S,1A,5911 Down Valley CT,78731,4,3,1,2,2,2,1991,0.38,"3,558",$244.24 ,"$869,000 ",$241.71 ,"$860,000 ",8/5/2016,24,24
95,8667230,S,1A,6300 Ledge Mountain DR,78731,4,2,1,2,2,2,1980,0.45,"2,978",$293.82 ,"$875,000 ",$292.14 ,"$870,000 ",10/18/2016,3,3
96,5661741,S,1A,6111 Bon Terra DR,78731,4,4,0,2,M,2,1985,0.5,"3,080",$275.65 ,"$849,000 ",$283.77 ,"$874,000 ",10/28/2016,2,2
97,5508751,S,1A,6505 Marblewood DR,78731,3,4,0,4,2,3,1977,0.4,"3,549",$253.59 ,"$900,000 ",$251.90 ,"$894,000 ",6/27/2016,4,4
98,9396470,S,1A,6900 Ladera Norte,78731,4,3,1,2,3,4,1985,0.5,"4,235",$218.42 ,"$925,000 ",$211.45 ,"$895,500 ",10/6/2016,75,307
99,4433201,S,1A,4900 Backtrail DR,78731,5,3,1,3,2,3,1983,0.35,"3,853",$233.32 ,"$899,000 ",$233.32 ,"$899,000 ",11/4/2016,81,81
100,8003291,S,1A,7800 Lindenwood CIR,78731,4,3,1,2,2,2,1978,0.29,"3,289",$288.69 ,"$949,500 ",$281.24 ,"$925,000 ",9/29/2016,32,32
101,8888268,S,1A,4115 Firstview DR,78731,6,4,1,5,3,3,1990,1.94,"5,004",$238.81 ,"$1,195,000 ",$199.84 ,"$1,000,000 ",11/28/2016,83,83
102,6772070,S,1A,4116 Paint Rock DR,78731,4,3,0,3,2,2,1968,0.23,"3,451",$311.50 ,"$1,075,000 ",$311.50 ,"$1,075,000 ",10/4/2016,107,107
103,9353753,S,1A,4202 Cat Hollow DR,78731,4,3,1,1,2,2,2016,0.23,"3,509",$351.24 ,"$1,232,500 ",$334.85 ,"$1,175,000 ",10/17/2016,110,110
104,8775816,S,1A,7005 Mesa DR,78731,5,5,1,4,2,3,2014,0.34,"4,912",$269.75 ,"$1,325,000 ",$268.73 ,"$1,320,000 ",10/28/2016,36,36
105,1374770,S,1B,1808 W. 6TH ST,78703,2,2,0,1,1,0,1924,0.35,"2,258",$277.64 ,"$626,900 ",$143.93 ,"$325,000 ",7/19/2016,,
106,2753923,S,1B,3308 Hancock DR,78731,3,1,0,,1,1,1950,0.2,"1,030",$412.62 ,"$425,000 ",$339.81 ,"$350,000 ",12/30/2016,62,62
107,4515037,S,1B,1702 Winsted LN,78703,2,1,0,1,1,0,1951,0.16,952,$420.06 ,"$399,900 ",$424.37 ,"$404,000 ",9/30/2016,39,194
108,7740228,S,1B,2319 Newfield LN,78703,3,1,0,1,1,0,1956,0.16,"1,200",$362.50 ,"$435,000 ",$366.67 ,"$440,000 ",12/16/2016,11,11
109,6668559,S,1B,3203 Hancock DR,78731,3,1,0,1,1,2,1950,0.32,"1,455",$319.59 ,"$465,000 ",$302.41 ,"$440,000 ",8/19/2016,55,59
110,5646214,S,1B,5108 Fairview DR,78731,2,1,0,2,1,1,1950,0.21,"1,324",$346.68 ,"$459,000 ",$350.45 ,"$464,000 ",10/31/2016,2,2
111,9383215,S,1B,5802 Harrington CV,78731,3,2,1,1,2,2,1981,0.16,"2,281",$227.53 ,"$519,000 ",$223.73 ,"$510,320 ",8/8/2016,16,16
112,1158431,S,1B,2203 W 9th ST,78703,3,2,0,1,1,0,1951,0.21,"1,366",$439.24 ,"$600,000 ",$377.01 ,"$515,000 ",12/12/2016,57,57
113,9556362,S,1B,5903 Cartwright CV,78731,3,2,0,2,2,2,1982,0.16,"2,290",$227.03 ,"$519,900 ",$226.20 ,"$518,000 ",10/31/2016,60,60
114,5702694,S,1B,5808 Tom Wooten CV,78731,4,2,1,2,2,2,1985,0.21,"2,940",$190.14 ,"$559,000 ",$179.49 ,"$527,700 ",7/25/2016,11,11
115,4743174,S,1B,3515 Lakeland DR,78731,3,2,0,2,1,0,1954,0.24,"2,085",$263.31 ,"$549,000 ",$256.31 ,"$534,400 ",10/21/2016,68,68
116,8365635,S,1B,5804 Tom Wooten DR,78731,3,2,1,2,2,2,1981,0.15,"2,365",$232.56 ,"$550,000 ",$228.75 ,"$541,000 ",10/31/2016,36,36
117,7100767,S,1B,3308 Glenview Ave,78703,3,2,0,1,1,2,1942,0.14,"1,815",$330.03 ,"$599,000 ",$298.62 ,"$542,000 ",9/1/2016,54,54
118,9168757,S,1B,3204 Sunny LN,78731,3,1,0,2,1,0,1950,0.29,"1,398",$411.30 ,"$574,995 ",$402.72 ,"$563,000 ",9/29/2016,84,84
119,8050032,S,1B,5114 Fairview DR,78731,3,2,0,2,1,1,1950,0.2,"1,847",$310.77 ,"$574,000 ",$305.90 ,"$565,000 ",11/29/2016,21,21
120,3069911,S,1B,1713 W 29th ST,78703,2,1,0,1,1,0,1940,0.19,"1,254",$474.48 ,"$595,000 ",$458.53 ,"$575,000 ",9/14/2016,2,2
121,1280699,S,1B,1711 Waterston Ave,78703,2,1,0,1,1,0,1956,0.11,768,$787.76 ,"$605,000 ",$761.72 ,"$585,000 ",11/14/2016,82,94
122,1227869,S,1B,3310 Glenview Ave,78703,2,2,0,1,1,2,1939,0.14,"1,384",$429.91 ,"$595,000 ",$424.49 ,"$587,500 ",10/28/2016,17,17
123,1437817,S,1B,2009 Bowman Ave,78703,2,1,0,1,1,1,1951,0.17,986,$617.65 ,"$609,000 ",$605.48 ,"$597,000 ",10/17/2016,43,43
124,8899821,S,1B,2902 Kerbey LN,78703,4,2,0,3,2,2,1937,0.16,"2,332",$274.87 ,"$641,000 ",$260.29 ,"$607,000 ",7/29/2016,8,8
125,3192824,S,1B,1204 W 29th ST,78703,2,2,0,2,1,0,1954,0.31,"2,377",$273.45 ,"$650,000 ",$262.94 ,"$625,000 ",8/26/2016,39,39
126,7188642,S,1B,1707 Hopi TRL,78703,4,3,0,,1,0,1947,0.17,"2,210",$293.67 ,"$649,000 ",$284.05 ,"$627,740 ",12/6/2016,1,1
127,6866731,S,1B,1605 Wethersfield RD,78703,2,2,0,2,1,0,1935,0.14,"1,659",$388.79 ,"$645,000 ",$381.66 ,"$633,175 ",12/7/2016,12,12
128,8427183,S,1B,1407 W 30th ST,78703,3,2,0,2,1,0,1937,0.19,"1,936",$361.05 ,"$699,000 ",$348.66 ,"$675,000 ",12/1/2016,39,39
129,7910276,S,1B,605 Deep Eddy Ave,78703,3,2,0,1,1,2,1954,0.15,"1,454",$481.36 ,"$699,900 ",$464.24 ,"$675,000 ",8/15/2016,7,7
130,8390495,S,1B,5011 Balcones DR Unit#C,78731,4,3,1,1,3,2,2014,0.45,"2,331",$299.87 ,"$699,000 ",$289.82 ,"$675,575 ",8/29/2016,56,56
131,3437208,S,1B,802 Oakland Ave,78703,3,3,0,2,2,1,1948,0.1,"2,090",$358.83 ,"$749,950 ",$326.08 ,"$681,500 ",11/28/2016,39,115
132,2182528,S,1B,2111 W 11th ST,78703,3,2,0,2,1,2,1948,0.26,"1,690",$413.61 ,"$699,000 ",$413.61 ,"$699,000 ",7/29/2016,3,3
133,8616981,S,1B,2407 Bowman Ave,78703,3,2,0,1,1,10,1941,0.21,"1,600",$434.38 ,"$695,000 ",$440.63 ,"$705,000 ",12/9/2016,5,5
134,3997607,S,1B,2304 Greenlee DR,78703,3,2,0,2,1,1,1948,0.2,"2,074",$337.03 ,"$699,000 ",$340.89 ,"$707,000 ",8/5/2016,6,6
135,6093199,S,1B,6003 Little Bull CV,78731,3,2,1,2,2,2,1999,0.21,"2,742",$271.52 ,"$744,500 ",$258.94 ,"$710,000 ",8/12/2016,18,18
136,9481578,S,1B,4724 PALISADE DR,78731,3,2,0,2,1,2,1980,0.25,"2,370",$303.38 ,"$719,000 ",$301.69 ,"$715,000 ",11/10/2016,95,95
137,2884348,S,1B,1809 Palma PLZ,78703,4,3,0,3,2,0,1941,0.2,"2,071",$356.83 ,"$739,000 ",$346.69 ,"$718,000 ",8/19/2016,19,19
138,4672723,S,1B,3304 Bryker DR,78703,3,2,0,1,1,2,1940,0.18,"1,657",$437.54 ,"$725,000 ",$434.52 ,"$720,000 ",12/21/2016,2,2
139,8612677,S,1B,3605 Cherry LN,78703,3,2,0,1,1,0,1980,0.22,"2,475",$303.03 ,"$750,000 ",$303.03 ,"$750,000 ",11/8/2016,8,8
140,8103886,S,1B,800 Meriden LN,78703,3,2,0,2,1,1,1951,0.17,"1,920",$400.00 ,"$768,000 ",$394.32 ,"$757,100 ",8/31/2016,2,26
141,4070073,S,1B,4701 Colorado XING,78731,4,3,0,4,1,2,1989,0.31,"3,329",$229.80 ,"$765,000 ",$227.55 ,"$757,500 ",9/23/2016,86,86
142,5859142,S,1B,1807 Vista LN,78703,3,2,0,1,1,2,1942,0.17,"1,583",$483.26 ,"$765,000 ",$479.47 ,"$759,000 ",9/9/2016,56,56
143,4671858,S,1B,2005 Hopi TRL,78703,3,2,0,2,2,2,1940,0.21,"1,752",$473.17 ,"$829,000 ",$437.93 ,"$767,250 ",12/14/2016,15,15
144,2548730,S,1B,3321 WINDSOR RD,78703,3,2,0,2,1,0,1950,0.21,"2,332",$336.19 ,"$784,000 ",$329.33 ,"$768,000 ",10/7/2016,72,72
145,6005107,S,1B,3607 Lucas DR,78731,5,3,0,2,2,2,1973,0.28,"3,060",$253.26 ,"$774,990 ",$252.45 ,"$772,500 ",11/14/2016,73,139
146,2842239,S,1B,3302 Funston ST,78703,4,2,1,1,2,1,2016,,"2,350",$340.00 ,"$799,000 ",$333.19 ,"$783,000 ",10/27/2016,11,11
147,7121879,S,1B,2300 W 11th ST,78703,4,3,0,2,2,0,1952,0.17,"2,394",$355.05 ,"$850,000 ",$327.08 ,"$783,020 ",10/25/2016,122,122
148,4749848,S,1B,2503 Bowman Ave,78703,3,2,0,1,1,0,1940,0.21,"2,143",$368.41 ,"$789,500 ",$368.41 ,"$789,500 ",11/23/2016,47,78
149,3005625,S,1B,2809 BRIDLE PATH,78703,3,2,0,2,1,0,1940,,"1,247",$637.53 ,"$795,000 ",$637.53 ,"$795,000 ",8/4/2016,12,12
150,7951870,S,1B,3006 Beverly RD,78703,3,2,0,1,1,2,1941,0.23,"1,815",$440.22 ,"$799,000 ",$440.77 ,"$800,000 ",8/29/2016,3,3
151,2572415,S,1B,5401 Ridge Oak DR,78731,4,3,0,3,2,2,1955,0.28,"3,211",$249.14 ,"$800,000 ",$249.14 ,"$800,000 ",10/20/2016,86,475
