#,MLS #,Status,Area,Address,Zip,# Beds Total,# Baths Full,# Baths Half,# Living,# Stories,# Garage Spaces,Year Built,Acres,Sqft Total,LP$SqFt,List Price,Sold/Lease$/SqFt,Sold/Lease Price,Sold/Lease Date,ADOM,CDOM
34,7320399,S,1A,5701 Driftwood DR,78731,3,2,0,2,1,3,2000,0.35,"2,057",$235.78 ,"$485,000 ",$228.49 ,"$470,000 ",12/3/2013,26,26
35,5206540,S,1A,4102 Far West BLVD,78731,4,2,0,2,1,2,1965,0.3,"2,340",$196.15 ,"$459,000 ",$200.85 ,"$470,000 ",10/11/2013,5,5
36,9185529,S,1A,7805 Moritz LN,78731,3,2,1,1,2,2,1995,0.11,"1,961",$244.77 ,"$480,000 ",$239.67 ,"$470,000 ",7/31/2013,50,50
37,8319600,S,1A,7800 Mesa DR,78731,4,3,0,2,1,2,1970,0.31,"2,734",$175.20 ,"$479,000 ",$172.64 ,"$472,000 ",10/29/2013,4,4
38,5756695,S,1A,7302 Running Rope,78731,4,2,0,2,1,2,1972,0.31,"1,818",$250.28 ,"$455,000 ",$259.90 ,"$472,500 ",9/27/2013,,
39,8357786,S,1A,4215 ENDCLIFFE DR,78731,4,2,1,2,2,2,1969,0.23,"2,215",$216.66 ,"$479,900 ",$214.00 ,"$474,000 ",8/28/2013,28,28
40,6346210,S,1A,5801 Highland Hills TER,78731,5,3,1,2,2,2,1963,0.32,"3,683",$162.91 ,"$600,000 ",$128.97 ,"$475,000 ",10/10/2013,29,29
41,4219560,S,1A,8605 Emerald Hill DR,78759,5,3,0,2,2,2,1969,0.28,"2,418",$194.17 ,"$469,500 ",$196.44 ,"$475,000 ",9/12/2013,5,5
42,6773029,S,1A,4801 Fern HOLW,78731,3,3,1,1,2,2,1984,0.19,"2,536",$191.25 ,"$485,000 ",$189.12 ,"$479,600 ",12/3/2013,26,26
43,6756038,S,1A,3902 Sidehill PATH,78731,4,3,0,2,1,2,1976,0.28,"2,415",$202.90 ,"$490,000 ",$198.82 ,"$480,150 ",7/25/2013,3,3
44,3495465,S,1A,8506 Adirondack CV,78759,4,3,0,3,2,2,1977,0.3,"2,996",$160.18 ,"$479,900 ",$162.88 ,"$488,000 ",8/26/2013,2,2
45,8636533,S,1A,8606 Emerald Hill DR,78759,4,3,0,3,1,2,1968,0.28,"2,832",$181.85 ,"$515,000 ",$172.67 ,"$489,000 ",12/16/2013,50,50
46,7188434,S,1A,4801 Fern HOLW,78731,3,3,1,1,2,2,1984,0.19,"2,536",$194.20 ,"$492,500 ",$194.40 ,"$493,000 ",7/16/2013,3,3
47,5209708,S,1A,8507 Appalachian DR,78759,3,2,0,1,2,2,1976,0.25,"2,042",$239.96 ,"$490,000 ",$242.07 ,"$494,300 ",11/1/2013,7,7
48,5117849,S,1A,8701 Oakmountain CIR,78759,3,2,0,2,1,2,1967,0.39,"1,861",$265.99 ,"$495,000 ",$265.99 ,"$495,000 ",9/4/2013,2,2
49,9782118,S,1A,8717 Mountain Ridge DR,78759,3,2,0,1,1,2,1971,0.25,"2,345",$211.09 ,"$495,000 ",$211.09 ,"$495,000 ",7/29/2013,4,4
50,2973001,S,1A,7136 Las Ventanas DR,78731,4,3,1,2,3,2,2001,0.11,"2,991",$177.16 ,"$529,900 ",$167.17 ,"$500,000 ",12/23/2013,41,41
51,4656978,S,1A,3906 Rockledge DR,78731,4,2,1,2,2,2,1969,0.32,"2,203",$236.00 ,"$519,900 ",$226.96 ,"$500,000 ",10/25/2013,17,17
52,7851889,S,1A,5105 BACKTRAIL DR,78731,3,2,1,3,1,2,1986,,"2,682",$184.56 ,"$495,000 ",$186.43 ,"$500,000 ",7/31/2013,5,5
53,5679793,S,1A,4412 Jessamine HOLW,78731,3,2,1,2,3,2,1985,0.12,"3,000",$175.00 ,"$525,000 ",$167.33 ,"$502,000 ",11/12/2013,64,64
54,9301041,S,1A,6317 Gato PATH,78731,3,2,1,1,1,3,1982,0.29,"2,562",$199.84 ,"$512,000 ",$198.52 ,"$508,610 ",10/3/2013,5,5
55,5190635,S,1A,8517 Appalachian DR,78759,3,2,0,1,2,2,1976,0.24,"2,294",$226.24 ,"$519,000 ",$221.88 ,"$509,000 ",9/30/2013,40,40
56,4280975,S,1A,4011 Greystone DR,78731,4,3,0,2,1,2,1969,0.3,"2,340",$224.36 ,"$525,000 ",$219.02 ,"$512,500 ",7/29/2013,13,13
57,7055051,S,1A,6503 Mesa DR,78731,3,2,0,1,1,2,1963,0.38,"1,928",$258.82 ,"$499,000 ",$266.80 ,"$514,400 ",9/17/2013,9,9
58,4500970,S,1A,6300 Mountain Park CV,78731,4,3,0,2,2,2,1986,0.69,"2,602",$187.93 ,"$489,000 ",$197.92 ,"$515,000 ",7/22/2013,4,4
59,4981700,S,1A,4204 Far West BLVD,78731,5,3,0,2,1,2,1966,0.25,"3,163",$165.95 ,"$524,900 ",$165.03 ,"$522,000 ",11/19/2013,13,13
60,8476987,S,1A,5713 Highland Hills DR,78731,4,2,0,2,1,2,1956,0.27,"2,279",$230.36 ,"$525,000 ",$230.36 ,"$525,000 ",10/3/2013,10,41
61,5670162,S,1A,5811 Sandalwood HOLW,78731,3,2,1,1,2,2,1999,0.12,"2,438",$216.98 ,"$529,000 ",$216.98 ,"$529,000 ",8/9/2013,3,3
62,4540129,S,1A,3913 North Hills DR,78731,5,3,0,2,2,2,1967,0.33,"2,886",$183.61 ,"$529,900 ",$183.61 ,"$529,900 ",8/21/2013,21,21
63,2556934,S,1A,4215 Lostridge DR,78731,5,3,1,2,2,2,1968,0.23,"2,795",$205.72 ,"$575,000 ",$189.62 ,"$530,000 ",9/13/2013,9,9
64,8025941,S,1A,7701 MERRYBROOK CIR,78731,4,2,1,2,2,2,1977,,"2,827",$199.86 ,"$565,000 ",$187.48 ,"$530,000 ",7/17/2013,5,5
65,9021523,S,1A,6006 Twin Valley CV,78731,4,3,1,2,M,2,1984,,"3,158",$189.96 ,"$599,900 ",$167.83 ,"$530,000 ",8/27/2013,73,73
66,4666622,S,1A,4106 Cat Hollow DR,78731,3,2,0,1,1,2,1966,0.22,"1,948",$274.64 ,"$535,000 ",$273.61 ,"$533,000 ",12/19/2013,10,10
67,4701328,S,1A,5913 Highland Hills DR,78731,3,2,0,1,2,2,1975,0.3,"2,154",$245.59 ,"$529,000 ",$250.70 ,"$540,000 ",11/15/2013,9,9
68,4683154,S,1A,7801 Lindenwood CIR,78731,3,2,0,1,1,2,1978,0.32,"2,498",$214.17 ,"$535,000 ",$216.17 ,"$540,000 ",9/30/2013,1,1
69,3452830,S,1A,7102 Montana Norte,78731,5,2,1,3,2,2,1972,0.28,"3,086",$176.60 ,"$545,000 ",$176.60 ,"$545,000 ",7/26/2013,,
70,8898050,S,1A,5121 Valburn CT,78731,2,2,0,1,1,2,1999,0.38,"2,387",$230.37 ,"$549,900 ",$230.41 ,"$550,000 ",9/30/2013,13,13
71,9882237,S,1A,7500 W Rim DR,78731,4,2,1,3,1,2,1967,0.28,"3,221",$181.62 ,"$585,000 ",$170.75 ,"$550,000 ",9/30/2013,100,100
72,1121264,S,1A,7701 Valburn DR,78731,4,2,1,1,1,2,1976,0.35,"2,629",$203.50 ,"$535,000 ",$211.53 ,"$556,100 ",12/9/2013,5,5
73,6883948,S,1A,8500 Andes CV,78759,5,3,1,3,M,0,1973,0.42,"3,664",$158.02 ,"$579,000 ",$154.48 ,"$566,000 ",7/24/2013,12,12
74,5076783,S,1A,7501 Hart LN,78731,4,3,0,2,1,2,1977,0.36,"3,089",$194.21 ,"$599,900 ",$183.70 ,"$567,450 ",8/30/2013,57,57
75,4267999,S,1A,6201 Ledge Mountain DR,78731,4,2,1,2,2,2,1989,0.39,"2,966",$202.26 ,"$599,900 ",$192.18 ,"$570,000 ",12/9/2013,92,92
76,2888859,S,1A,5911 Doone Valley CT,78731,5,3,1,2,2,2,1996,0.28,"4,190",$143.17 ,"$599,900 ",$136.04 ,"$570,000 ",8/9/2013,26,26
77,1337900,S,1A,4002 Currywood CIR,78759,4,2,0,2,1,2,1971,0.42,"2,297",$252.07 ,"$579,000 ",$252.07 ,"$579,000 ",7/17/2013,1,1
78,1295870,S,1A,5000 Lea CV,78731,5,3,1,2,3,2,1978,0.61,"2,958",$202.81 ,"$599,900 ",$197.77 ,"$585,000 ",12/23/2013,76,76
79,2194256,S,1A,4506 Small DR,78731,3,2,1,3,1,2,1977,0.41,"2,500",$235.60 ,"$589,000 ",$234.00 ,"$585,000 ",6/27/2013,6,6
80,8413715,S,1A,7203 Lamplight LN,78731,5,3,1,2,2,2,1970,0.25,"2,838",$211.38 ,"$599,900 ",$208.25 ,"$591,000 ",12/18/2013,17,17
81,3206745,S,1A,4019 Greystone DR,78731,5,3,1,1,2,2,1968,0.43,"2,692",$237.37 ,"$639,000 ",$222.28 ,"$598,366 ",9/20/2013,58,58
82,6022781,S,1A,7705 Stoneywood DR,78731,4,3,0,2,2,2,1973,0.35,"2,781",$221.14 ,"$615,000 ",$215.75 ,"$600,000 ",11/6/2013,75,75
83,1130424,S,1A,3905 EDWARDS MOUNTAIN DR,78731,4,3,1,2,2,2,1996,0.28,"2,797",$224.88 ,"$629,000 ",$218.63 ,"$611,500 ",10/29/2013,86,86
84,3382715,S,1A,6209 Shadow Mountain DR,78731,4,4,0,2,2,2,1979,0.28,"4,029",$162.55 ,"$654,900 ",$155.13 ,"$625,000 ",12/18/2013,101,101
85,7798169,S,1A,4402 Cross Valley RUN,78731,3,2,1,2,1,2,1992,0.36,"2,559",$245.99 ,"$629,500 ",$244.24 ,"$625,000 ",8/16/2013,52,52
86,4902195,S,1A,5308 BACKTRAIL DR,78731,4,3,2,3,2,2,1983,0.37,"3,507",$187.91 ,"$659,000 ",$184.20 ,"$646,000 ",8/5/2013,33,33
87,7957832,S,1A,5207 Valburn CIR,78731,3,2,1,2,2,2,1979,0.31,"2,937",$219.61 ,"$645,000 ",$223.02 ,"$655,000 ",8/29/2013,8,8
88,9301748,S,1A,7703 Rustling RD,78731,4,3,0,2,1,2,1973,0.33,"2,519",$248.11 ,"$625,000 ",$262.01 ,"$660,000 ",9/20/2013,,
89,2729584,S,1A,5904 Westslope DR,78731,3,3,1,1,2,2,1998,0.28,"2,646",$264.17 ,"$699,000 ",$250.76 ,"$663,500 ",10/10/2013,93,93
90,7659919,S,1A,4501 Cross Valley RUN,78731,3,2,1,2,2,2,1994,0.27,"2,995",$230.38 ,"$690,000 ",$224.37 ,"$672,000 ",10/29/2013,10,10
91,6930539,S,1A,6903 Stahl CV,78731,4,3,0,2,1,2,1966,0.41,"3,057",$217.53 ,"$665,000 ",$220.80 ,"$675,000 ",8/16/2013,,
92,5065395,S,1A,4712 Westslope CIR,78731,3,2,1,2,2,2,2003,0.38,"3,167",$221.00 ,"$699,900 ",$214.08 ,"$678,000 ",11/7/2013,15,120
93,8414993,S,1A,4401 Greystone DR,78731,4,2,0,2,1,2,1971,0.32,"2,754",$254.18 ,"$699,999 ",$249.82 ,"$688,000 ",8/23/2013,34,34
94,6668972,S,1A,5815 Mount Bonnell RD,78731,3,2,1,2,2,2,2013,0.15,"2,496",$280.45 ,"$700,000 ",$276.44 ,"$690,000 ",8/5/2013,16,65
95,8905562,S,1A,4300 Lostridge DR,78731,5,3,1,2,2,2,1968,0.23,"2,699",$253.80 ,"$685,000 ",$256.39 ,"$692,000 ",8/6/2013,14,14
96,3989336,S,1A,5911 mountain Villa DR,78731,5,3,0,2,2,2,1994,0.3,"3,491",$200.49 ,"$699,900 ",$200.49 ,"$699,900 ",7/10/2013,3,3
97,1627386,S,1A,6305 Belo Horizonte CIR,78731,4,3,1,3,1,3,1968,0.35,"3,859",$181.37 ,"$699,900 ",$181.39 ,"$700,000 ",8/13/2013,23,23
98,9544977,S,1A,6007 Mesa DR,78731,4,3,1,3,2,3,2007,1.46,"3,437",$218.20 ,"$749,947 ",$209.49 ,"$720,000 ",11/1/2013,61,61
99,7642002,S,1A,6404 Ledge Mountain DR,78731,4,3,1,2,2,2,1998,0.56,"3,745",$205.34 ,"$769,000 ",$201.60 ,"$755,000 ",9/27/2013,33,33
100,7927074,S,1A,7705 Shadyrock DR,78731,4,3,0,3,1,2,1969,0.28,"3,076",$243.82 ,"$750,000 ",$248.70 ,"$765,000 ",7/22/2013,,
101,7852018,S,1A,4014 Walnut Clay DR,78731,4,3,2,3,2,2,1993,1.09,"3,641",$218.35 ,"$795,000 ",$213.95 ,"$779,000 ",7/5/2013,10,33
102,6581671,S,1A,6412 Ledge Mountain DR,78731,4,3,1,3,2,2,2000,0.95,"3,594",$222.59 ,"$800,000 ",$225.10 ,"$809,000 ",8/23/2013,4,4
103,9830998,S,1A,7813 West Rim DR,78731,5,4,0,3,2,2,2001,0.27,"4,121",$206.24 ,"$849,900 ",$202.01 ,"$832,500 ",9/12/2013,32,32
104,4126554,S,1A,3900 Sidehill PATH,78731,5,3,1,4,2,2,1976,0,"4,384",$193.89 ,"$850,000 ",$191.61 ,"$840,000 ",11/4/2013,4,4
105,9170574,S,1A,7707 Long Point DR,78731,4,3,0,2,1,2,1972,0.44,"3,197",$281.20 ,"$899,000 ",$270.57 ,"$865,000 ",11/26/2013,82,82
106,5542674,S,1A,7148 Valburn DR,78731,5,3,2,4,3,3,1998,0.48,"4,987",$220.37 ,"$1,099,000 ",$201.52 ,"$1,005,000 ",12/4/2013,71,71
107,8468184,S,1A,5200 Vista West CV,78731,4,5,0,4,2,3,1980,0.47,"4,503",$258.72 ,"$1,165,000 ",$242.56 ,"$1,092,250 ",12/30/2013,31,31
108,2043180,S,1A,5203 Rico CV,78731,5,4,1,4,2,2,1998,0.34,"4,670",$277.30 ,"$1,295,000 ",$251.61 ,"$1,175,000 ",10/11/2013,59,59
109,5233541,S,1A,5905 Lookout Mountain DR,78731,5,4,1,3,1,2,2013,0.47,"4,361",$286.63 ,"$1,250,000 ",$283.19 ,"$1,235,000 ",12/12/2013,60,60
110,6396923,S,1B,2317 Newfield LN,78703,3,1,0,2,1,0,1955,0.18,"1,258",$266.30 ,"$335,000 ",$247.22 ,"$311,000 ",7/31/2013,24,24
111,8327685,S,1B,5107 Balcones DR,78731,3,2,0,1,1,2,1950,0.21,"1,517",$250.49 ,"$380,000 ",$235.33 ,"$357,000 ",9/13/2013,9,9
112,2149515,S,1B,5214 Valley Oak DR,78731,3,3,0,2,1,0,1950,0.23,"1,896",$184.60 ,"$350,000 ",$188.55 ,"$357,500 ",11/25/2013,38,116
113,9241471,S,1B,1809 W 10th ST,78703,3,1,0,1,1,0,1979,0.13,"1,000",$390.00 ,"$390,000 ",$359.00 ,"$359,000 ",11/4/2013,73,73
114,2491314,S,1B,5203 Valley Oak DR,78731,2,2,0,2,1,2,1950,0.26,"1,266",$315.88 ,"$399,900 ",$315.88 ,"$399,900 ",6/13/2013,7,7
115,9682463,S,1B,2413 Sharon LN,78703,2,1,0,1,1,1,1948,0.14,"1,044",$383.05 ,"$399,900 ",$383.14 ,"$400,000 ",9/27/2013,2,2
116,1846112,S,1B,2701 Mountain Laurel LN,78703,3,2,0,2,1,2,1960,0.29,"2,098",$226.41 ,"$475,000 ",$193.99 ,"$407,000 ",8/23/2013,43,43
117,8800768,S,1B,4806 Palisade DR,78731,3,2,1,2,2,2,1984,0.26,"2,141",$223.73 ,"$479,000 ",$200.84 ,"$430,000 ",8/12/2013,7,7
118,9082163,S,1B,2107 Westover RD,78703,3,2,0,1,1,0,1952,0.19,"1,586",$277.36 ,"$439,900 ",$274.27 ,"$435,000 ",9/4/2013,1,1
119,7725859,S,1B,3314 Kerbey LN,78703,2,1,0,1,1,1,1941,0.14,"1,124",$387.01 ,"$435,000 ",$392.35 ,"$441,000 ",6/28/2013,5,5
120,7991098,S,1B,708 Augusta Ave,78703,2,1,0,1,1,0,1922,0.17,937,$480.15 ,"$449,900 ",$480.26 ,"$450,000 ",8/8/2013,22,22
121,7242953,S,1B,1701 W 31st ST,78703,3,2,0,2,1,2,1949,0.16,"1,674",$298.09 ,"$499,000 ",$271.80 ,"$455,000 ",8/21/2013,21,21
122,2516765,S,1B,5806 Tom Wooten DR,78731,3,2,1,1,2,2,1981,0.16,"2,196",$215.16 ,"$472,500 ",$209.47 ,"$460,000 ",12/27/2013,15,15
123,4224285,S,1B,3215 Bonnie RD,78703,2,1,0,1,1,1,1949,0.15,"1,026",$448.34 ,"$460,000 ",$458.09 ,"$470,000 ",10/2/2013,3,3
124,5123696,S,1B,5431 Tortuga TRL,78731,2,2,1,2,3,2,2004,0.24,"2,656",$207.08 ,"$550,000 ",$181.66 ,"$482,500 ",10/31/2013,47,133
125,7891818,S,1B,3204 Glenview Ave,78703,2,1,0,1,1,1,1939,0.14,"1,192",$418.20 ,"$498,500 ",$410.65 ,"$489,500 ",8/30/2013,9,9
126,9123331,S,1B,2404 W 10th ST,78703,2,2,0,1,1,0,1946,0.19,"1,616",$324.88 ,"$525,000 ",$309.41 ,"$500,000 ",12/18/2013,7,7
127,2313121,S,1B,2106 Highgrove TER,78703,3,2,0,1,1,0,1948,0.22,"1,654",$319.83 ,"$529,000 ",$302.30 ,"$500,000 ",10/15/2013,62,64
128,2460923,S,1B,3204 Kerbey LN,78703,3,2,0,2,1,2,1947,0.16,"1,330",$375.86 ,"$499,900 ",$375.94 ,"$500,000 ",7/15/2013,3,3
129,7542176,S,1B,2111 W 12TH ST,78703,3,2,0,2,2,0,1951,0.11,"1,536",$324.87 ,"$499,000 ",$326.17 ,"$501,000 ",10/9/2013,2,2
130,3491071,S,1B,903 Newman DR,78703,2,2,0,1,1,1,1947,0.13,"1,307",$390.13 ,"$509,900 ",$388.29 ,"$507,500 ",8/8/2013,2,2
131,3661375,S,1B,4920 Westview DR,78731,3,2,0,1,1,2,1956,0.27,"1,706",$263.72 ,"$449,900 ",$298.94 ,"$510,000 ",8/30/2013,1,1
132,7326663,S,1B,5402 S Scout Island CIR,78731,3,2,1,1,2,2,1992,0.19,"2,552",$199.84 ,"$510,000 ",$201.80 ,"$515,000 ",8/28/2013,16,16
133,6944940,S,1B,2003 Stamford LN,78703,2,1,0,1,1,2,1940,0.18,"1,078",$463.78 ,"$499,950 ",$482.37 ,"$520,000 ",11/15/2013,2,2
134,6641030,S,1B,1504 Northwood RD,78703,2,1,0,1,1,1,1937,0.17,"1,296",$424.31 ,"$549,900 ",$404.17 ,"$523,800 ",10/31/2013,4,4
135,2292779,S,1B,3309 Oakmont BLVD,78703,2,1,0,1,1,1,1948,0.2,"1,424",$386.24 ,"$550,000 ",$377.81 ,"$538,000 ",12/27/2013,5,5
136,8939382,S,1B,2800 WARREN ST,78703,3,2,0,2,1,2,1953,0.28,"1,772",$330.14 ,"$585,000 ",$304.74 ,"$540,000 ",10/30/2013,,
137,3223978,S,1B,5900 Cartwright CV,78731,3,2,0,2,2,2,1983,0.15,"2,369",$236.18 ,"$559,500 ",$227.94 ,"$540,000 ",11/8/2013,34,34
138,8534905,S,1B,2103 Forest TRL,78703,2,2,0,1,1,1,1941,0.16,"1,385",$403.61 ,"$559,000 ",$389.89 ,"$540,000 ",10/25/2013,93,93
139,8536113,S,1B,1807 Vista LN,78703,3,2,0,2,1,2,1942,0.17,"1,583",$356.92 ,"$565,000 ",$344.28 ,"$545,000 ",10/11/2013,50,50
140,3606858,S,1B,3400 Hancock DR,78731,4,3,0,2,2,2,1954,0.38,"2,406",$228.55 ,"$549,900 ",$226.52 ,"$545,000 ",10/9/2013,25,25
141,5239924,S,1B,1708 WETHERSFIELD RD,78703,3,2,0,1,1,2,1989,,"1,562",$368.12 ,"$575,000 ",$353.39 ,"$552,000 ",12/20/2013,5,5
142,1604509,S,1B,1002 Meriden LN,78703,3,2,1,2,1,0,1956,0.26,"1,707",$351.44 ,"$599,900 ",$330.99 ,"$565,000 ",10/29/2013,30,30
143,1602210,S,1B,4601 PALISADE DR,78731,4,2,1,1,2,2,1984,0.29,"2,532",$223.14 ,"$565,000 ",$223.14 ,"$565,000 ",7/11/2013,2,2
144,8035235,S,1B,3002 Enfield RD,78703,3,2,0,2,1,2,1939,0.26,"1,715",$346.94 ,"$595,000 ",$331.20 ,"$568,000 ",11/4/2013,4,4
145,8123753,S,1B,4300 Edgemont DR,78731,3,2,0,2,1,2,1957,0.37,"2,467",$222.94 ,"$550,000 ",$231.05 ,"$570,000 ",12/10/2013,5,5
146,1743501,S,1B,5610 N Scout Island CIR,78731,4,3,0,2,2,2,1994,0.28,"2,761",$216.95 ,"$599,000 ",$206.45 ,"$570,000 ",7/25/2013,16,16
147,9610609,S,1B,5109 Crestway DR,78731,3,2,0,2,1,1,1950,0.41,"1,754",$356.33 ,"$625,000 ",$327.82 ,"$575,000 ",9/9/2013,11,73
148,4541489,S,1B,2310 Sunny Slope DR,78703,2,2,0,2,1,2,1948,0.18,"2,055",$304.14 ,"$625,000 ",$281.27 ,"$578,000 ",12/26/2013,74,74
149,3628755,S,1B,1815 Waterston Ave Unit#A,78703,4,3,0,2,2,1,2006,0.1,"2,203",$271.67 ,"$598,500 ",$263.28 ,"$580,000 ",11/21/2013,22,22
150,8055616,S,1B,1510 Hartford,78703,2,2,0,2,1,2,1940,0.14,"1,679",$354.38 ,"$595,000 ",$347.83 ,"$584,000 ",7/29/2013,21,21
151,2223063,S,1B,2904 Oakmont BLVD,78703,3,3,0,2,1,0,1951,0.19,"1,750",$360.00 ,"$630,000 ",$336.73 ,"$589,275 ",7/29/2013,4,4
152,9531629,S,1B,3311 Glenview Ave,78703,3,2,0,2,1,1,1939,0.14,"1,620",$361.11 ,"$585,000 ",$369.14 ,"$598,000 ",6/26/2013,1,1
