,Zip,Sqft Total,List Price,Sold/Lease$/SqFt,Sold/Lease Price,Sold/Lease Date
26,78731,"2,274","$524,500 ",$204.49 ,"$465,000 ",10/30/2014
27,78731,"2,457","$462,500 ",$191.09 ,"$469,500 ",7/1/2014
28,78759,"2,268","$475,000 ",$210.32 ,"$477,000 ",8/22/2014
29,78759,"1,864","$499,000 ",$260.19 ,"$485,000 ",10/20/2014
30,78731,"2,104","$515,000 ",$236.45 ,"$497,500 ",12/16/2014
31,78759,"2,367","$499,999 ",$210.39 ,"$498,000 ",8/27/2014
32,78731,"2,296","$499,000 ",$217.77 ,"$500,000 ",10/3/2014
33,78731,"2,306","$500,000 ",$216.83 ,"$500,000 ",5/27/2014
34,78731,"2,939","$525,000 ",$173.53 ,"$510,000 ",8/28/2014
35,78731,"1,956","$525,000 ",$262.27 ,"$513,000 ",12/11/2014
36,78731,"3,070","$519,900 ",$168.40 ,"$517,000 ",9/12/2014
37,78731,"2,398","$519,300 ",$216.85 ,"$520,000 ",10/15/2014
38,78731,"2,771","$545,000 ",$188.20 ,"$521,500 ",11/24/2014
39,78731,"2,851","$560,000 ",$182.92 ,"$521,500 ",8/29/2014
40,78731,"2,024","$530,000 ",$261.36 ,"$529,000 ",10/14/2014
41,78759,"3,110","$539,000 ",$170.42 ,"$530,000 ",10/17/2014
42,78731,"2,154","$549,000 ",$250.70 ,"$540,000 ",10/17/2014
43,78731,"2,643","$559,000 ",$205.64 ,"$543,500 ",11/12/2014
44,78759,"3,028","$589,500 ",$179.99 ,"$545,000 ",10/15/2014
45,78731,"2,058","$565,000 ",$267.25 ,"$550,000 ",10/31/2014
46,78731,"1,966","$524,900 ",$279.76 ,"$550,000 ",7/22/2014
47,78731,"2,096","$525,000 ",$263.60 ,"$552,500 ",8/26/2014
48,78731,"2,243","$555,000 ",$247.44 ,"$555,000 ",10/29/2014
49,78731,"2,746","$575,000 ",$203.75 ,"$559,500 ",9/11/2014
50,78731,"2,731","$545,000 ",$208.71 ,"$570,000 ",8/7/2014
51,78759,"2,537","$657,000 ",$224.67 ,"$570,000 ",10/6/2014
52,78731,"2,495","$579,500 ",$230.06 ,"$574,000 ",9/15/2014
53,78731,"2,762","$625,000 ",$208.18 ,"$575,000 ",10/31/2014
54,78759,"2,474","$575,000 ",$232.42 ,"$575,000 ",9/4/2014
55,78731,"3,333","$599,000 ",$172.52 ,"$575,000 ",10/17/2014
56,78731,"2,144","$579,900 ",$270.06 ,"$579,000 ",11/19/2014
57,78731,"2,549","$549,000 ",$229.50 ,"$585,000 ",9/19/2014
58,78731,"3,254","$599,900 ",$181.32 ,"$590,000 ",9/19/2014
59,78731,"2,500","$574,995 ",$236.00 ,"$590,000 ",7/21/2014
60,78731,"2,164","$574,900 ",$272.64 ,"$590,000 ",7/31/2014
61,78759,"3,741","$624,900 ",$159.05 ,"$595,000 ",12/19/2014
62,78731,"2,239","$599,000 ",$267.53 ,"$599,000 ",11/13/2014
63,78731,"3,644","$625,000 ",$164.65 ,"$600,000 ",11/21/2014
64,78731,"2,259","$590,000 ",$266.05 ,"$601,000 ",7/14/2014
65,78759,"2,968","$605,000 ",$203.84 ,"$605,000 ",9/23/2014
66,78731,"2,208","$599,000 ",$279.66 ,"$617,500 ",10/9/2014
67,78759,"3,256","$619,900 ",$190.42 ,"$620,000 ",10/22/2014
68,78731,"3,085","$649,000 ",$202.59 ,"$625,000 ",10/2/2014
69,78759,"3,429","$639,000 ",$182.56 ,"$626,000 ",8/26/2014
70,78759,"3,886","$599,000 ",$162.12 ,"$630,000 ",10/31/2014
71,78731,"3,184","$639,000 ",$199.28 ,"$634,500 ",12/5/2014
72,78731,"2,917","$638,000 ",$217.69 ,"$635,000 ",11/14/2014
73,78731,"3,148","$675,000 ",$205.74 ,"$647,660 ",12/5/2014
74,78731,"2,699","$649,000 ",$240.46 ,"$649,000 ",10/20/2014
75,78759,"2,728","$675,000 ",$238.27 ,"$650,000 ",9/19/2014
76,78759,"2,776","$657,000 ",$234.15 ,"$650,000 ",9/25/2014
77,78731,"2,413","$690,000 ",$275.59 ,"$665,000 ",8/22/2014
78,78731,"2,882","$675,000 ",$232.48 ,"$670,000 ",6/13/2014
79,78731,"2,320","$680,000 ",$290.52 ,"$674,000 ",5/20/2014
80,78731,"3,128","$700,000 ",$218.51 ,"$683,500 ",9/17/2014
81,78759,"2,270","$699,000 ",$301.32 ,"$684,000 ",9/30/2014
82,78731,"2,334","$695,000 ",$293.06 ,"$684,000 ",7/24/2014
83,78731,"3,012","$699,900 ",$227.42 ,"$685,000 ",11/24/2014
84,78731,"3,147","$699,000 ",$218.94 ,"$689,000 ",8/29/2014
85,78731,"4,686","$899,000 ",$148.75 ,"$697,050 ",12/17/2014
86,78731,"2,682","$700,000 ",$264.73 ,"$710,000 ",10/2/2014
87,78759,"2,852","$725,000 ",$250.70 ,"$715,000 ",10/9/2014
88,78731,"2,694","$699,900 ",$268.19 ,"$722,500 ",10/14/2014
89,78731,"3,463","$729,900 ",$213.69 ,"$740,000 ",9/15/2014
90,78731,"2,703","$775,000 ",$285.42 ,"$771,500 ",10/24/2014
91,78731,"3,429","$775,000 ",$227.91 ,"$781,500 ",7/23/2014
92,78731,"3,454","$795,000 ",$230.17 ,"$795,000 ",10/10/2014
93,78731,"3,347","$799,000 ",$243.50 ,"$815,000 ",7/22/2014
94,78731,"3,102","$815,000 ",$263.06 ,"$816,000 ",9/30/2014
95,78731,"3,426","$899,000 ",$238.81 ,"$818,150 ",9/30/2014
96,78731,"3,335","$825,000 ",$247.38 ,"$825,000 ",7/2/2014
97,78731,"3,424","$850,000 ",$241.68 ,"$827,500 ",9/23/2014
98,78731,"3,853","$850,000 ",$219.31 ,"$845,000 ",7/2/2014
99,78731,"3,270","$775,000 ",$259.94 ,"$850,000 ",9/15/2014
100,78731,"4,360","$899,900 ",$204.91 ,"$893,400 ",12/1/2014
101,78759,"3,609","$915,000 ",$253.53 ,"$915,000 ",7/18/2014
102,78731,"4,594","$999,999 ",$206.79 ,"$950,000 ",11/5/2014
103,78731,"3,025","$1,040,000 ",$343.80 ,"$1,040,000 ",8/28/2014
104,78731,"5,660","$1,400,000 ",$238.52 ,"$1,350,000 ",9/15/2014
105,78731,872,"$350,000 ",$361.24 ,"$315,000 ",12/18/2014
106,78731,"1,467","$388,750 ",$264.14 ,"$387,500 ",8/15/2014
107,78731,"1,609","$410,000 ",$247.17 ,"$397,700 ",9/8/2014
108,78703,927,"$429,900 ",$431.50 ,"$400,000 ",10/10/2014
109,78731,"2,269","$420,000 ",$185.10 ,"$420,000 ",11/5/2014
110,78731,"2,211","$437,000 ",$196.07 ,"$433,500 ",9/29/2014
111,78731,"2,263","$447,500 ",$201.06 ,"$455,000 ",11/4/2014
112,78703,"2,198","$545,000 ",$211.56 ,"$465,000 ",10/10/2014
113,78703,"1,910","$400,000 ",$243.46 ,"$465,000 ",7/21/2014
114,78731,"1,949","$475,000 ",$243.71 ,"$475,000 ",10/10/2014
115,78703,"1,172","$510,000 ",$418.94 ,"$491,000 ",8/21/2014
116,78703,"1,547","$499,000 ",$323.21 ,"$500,000 ",10/30/2014
117,78703,"1,024","$450,000 ",$488.28 ,"$500,000 ",7/7/2014
118,78731,"1,992","$497,500 ",$251.00 ,"$500,000 ",7/11/2014
119,78703,"1,568","$529,000 ",$318.88 ,"$500,000 ",7/8/2014
120,78703,"1,238","$529,900 ",$407.11 ,"$504,000 ",7/22/2014
121,78703,"1,204","$529,000 ",$422.76 ,"$509,000 ",8/27/2014
122,78703,945,"$599,000 ",$555.56 ,"$525,000 ",11/21/2014
123,78703,"1,236","$575,000 ",$436.89 ,"$540,000 ",10/15/2014
124,78703,"1,364","$565,000 ",$395.89 ,"$540,000 ",9/26/2014
125,78703,"1,534","$549,000 ",$352.02 ,"$540,000 ",7/11/2014
126,78703,"1,000","$525,000 ",$542.00 ,"$542,000 ",10/10/2014
127,78731,"2,552","$565,000 ",$213.56 ,"$545,000 ",12/19/2014
128,78703,"2,361","$550,000 ",$232.95 ,"$550,000 ",10/8/2014
129,78731,"2,178","$557,750 ",$256.08 ,"$557,750 ",7/9/2014
130,78703,"1,279","$540,000 ",$437.84 ,"$560,000 ",9/8/2014
131,78731,"1,982","$595,000 ",$290.11 ,"$575,000 ",11/24/2014
132,78731,"2,044","$599,950 ",$281.31 ,"$575,000 ",12/18/2014
133,78703,"1,616","$575,000 ",$355.82 ,"$575,000 ",6/8/2014
134,78703,"1,604","$599,999 ",$358.48 ,"$575,000 ",8/11/2014
135,78703,"1,630","$589,000 ",$354.60 ,"$578,000 ",8/28/2014
136,78703,"1,290","$600,000 ",$448.95 ,"$579,150 ",8/15/2014
137,78703,"1,702","$595,000 ",$341.45 ,"$581,145 ",8/28/2014
138,78731,"2,789","$545,000 ",$209.75 ,"$585,000 ",6/27/2014
139,78703,"1,617","$595,000 ",$361.78 ,"$585,000 ",7/11/2014
140,78731,"2,525","$600,100 ",$234.27 ,"$591,525 ",7/17/2014
141,78703,"1,512","$609,000 ",$399.47 ,"$604,000 ",7/7/2014
142,78703,"1,720","$599,900 ",$351.74 ,"$605,000 ",7/10/2014
143,78703,"1,452","$630,000 ",$423.55 ,"$615,000 ",12/29/2014
144,78703,"2,153","$650,000 ",$285.65 ,"$615,000 ",11/21/2014
145,78703,"1,909","$625,000 ",$325.83 ,"$622,000 ",6/20/2014
146,78703,"2,444","$695,000 ",$255.73 ,"$625,000 ",7/30/2014
147,78731,"3,042","$649,000 ",$207.10 ,"$630,000 ",10/17/2014
148,78703,"1,851","$625,000 ",$345.76 ,"$640,000 ",11/26/2014
149,78731,"2,396","$650,000 ",$269.20 ,"$645,000 ",11/6/2014
150,78703,"2,104","$649,000 ",$311.31 ,"$655,000 ",12/9/2014
151,78731,"1,830","$669,500 ",$360.11 ,"$659,000 ",12/30/2014
152,78703,"1,855","$649,500 ",$355.80 ,"$660,000 ",12/9/2014
153,78731,"2,581","$679,900 ",$261.53 ,"$675,000 ",12/1/2014
154,78703,"2,160","$696,500 ",$314.81 ,"$680,000 ",11/17/2014
155,78703,"1,902","$699,900 ",$357.52 ,"$680,000 ",9/3/2014
156,78703,"3,395","$749,000 ",$212.67 ,"$722,000 ",11/25/2014
157,78703,"1,836","$699,000 ",$394.88 ,"$725,000 ",11/7/2014
158,78731,"3,228","$850,000 ",$224.60 ,"$725,000 ",11/20/2014
159,78703,"1,735","$749,900 ",$417.87 ,"$725,000 ",9/12/2014
160,78703,"1,898","$750,000 ",$389.88 ,"$740,000 ",10/22/2014
161,78703,"1,933","$750,000 ",$388.00 ,"$750,000 ",12/29/2014
162,78703,"1,722","$775,000 ",$435.54 ,"$750,000 ",10/31/2014
163,78703,"2,183","$769,000 ",$348.14 ,"$760,000 ",11/5/2014
164,78703,"2,570","$829,000 ",$311.64 ,"$800,920 ",9/8/2014
165,78703,"2,323","$895,000 ",$357.30 ,"$830,000 ",10/23/2014
166,78703,"3,211","$855,000 ",$258.49 ,"$830,000 ",10/7/2014
167,78703,"2,125","$837,000 ",$393.88 ,"$837,000 ",7/15/2014
168,78731,"2,676","$849,000 ",$314.84 ,"$842,500 ",11/20/2014
169,78703,"2,768","$874,600 ",$307.08 ,"$850,000 ",11/14/2014
170,78703,"2,609","$885,000 ",$331.54 ,"$865,000 ",9/29/2014
171,78703,"2,034","$875,000 ",$430.19 ,"$875,000 ",7/18/2014
172,78703,"2,402","$899,900 ",$370.52 ,"$890,000 ",9/15/2014
173,78731,"3,320","$899,900 ",$269.85 ,"$895,900 ",8/15/2014
174,78731,"3,062","$925,000 ",$293.93 ,"$900,000 ",10/31/2014
175,78703,"3,281","$955,000 ",$275.22 ,"$903,000 ",12/5/2014
176,78703,"2,198","$925,000 ",$411.74 ,"$905,000 ",10/13/2014
177,78703,"2,104","$875,000 ",$432.03 ,"$909,000 ",6/17/2014
178,78703,"2,417","$929,000 ",$380.22 ,"$919,000 ",11/21/2014
179,78703,"2,598","$875,000 ",$361.82 ,"$940,000 ",6/23/2014
180,78703,"3,904","$1,185,000 ",$251.02 ,"$980,000 ",11/12/2014
181,78703,"3,784","$1,100,000 ",$263.52 ,"$997,160 ",7/16/2014
182,78731,"3,586","$1,150,000 ",$278.86 ,"$1,000,000 ",7/28/2014
183,78703,"3,611","$1,200,000 ",$279.97 ,"$1,010,975 ",9/26/2014
184,78703,"2,739","$1,100,000 ",$379.70 ,"$1,040,000 ",10/8/2014
185,78703,"3,094","$1,095,000 ",$340.01 ,"$1,052,000 ",9/25/2014
186,78703,"1,995","$925,000 ",$531.33 ,"$1,060,000 ",7/15/2014
187,78703,"2,962","$999,000 ",$361.24 ,"$1,070,000 ",8/25/2014
188,78703,"2,829","$1,250,000 ",$379.99 ,"$1,075,000 ",7/18/2014
189,78703,"2,101","$1,150,000 ",$512.61 ,"$1,077,000 ",9/3/2014
190,78703,"2,656","$1,123,800 ",$423.12 ,"$1,123,800 ",6/27/2014
191,78703,"3,062","$1,125,000 ",$367.41 ,"$1,125,000 ",7/11/2014
192,78703,"3,872","$1,199,000 ",$297.00 ,"$1,150,000 ",8/15/2014
193,78703,"3,420","$1,195,000 ",$343.57 ,"$1,175,000 ",12/1/2014
194,78703,"2,978","$1,175,000 ",$394.56 ,"$1,175,000 ",8/12/2014
195,78703,"2,523","$1,195,000 ",$465.72 ,"$1,175,000 ",7/18/2014
196,78731,"3,724","$1,475,000 ",$328.95 ,"$1,225,000 ",11/21/2014
197,78703,"3,012","$1,295,000 ",$413.35 ,"$1,245,000 ",12/30/2014
198,78703,"4,262","$1,250,000 ",$293.29 ,"$1,250,000 ",8/14/2014
199,78731,"3,536","$1,340,000 ",$353.51 ,"$1,250,000 ",7/25/2014
200,78703,"3,054","$1,289,650 ",$417.11 ,"$1,273,850 ",9/30/2014
201,78703,"3,298","$1,490,000 ",$394.18 ,"$1,300,000 ",10/24/2014
202,78703,"3,663","$1,349,000 ",$364.46 ,"$1,335,000 ",10/1/2014
203,78731,"2,961","$1,395,000 ",$472.81 ,"$1,400,000 ",12/22/2014
204,78731,"3,215","$1,599,000 ",$480.25 ,"$1,544,000 ",10/30/2014
205,78703,"3,468","$1,699,000 ",$458.48 ,"$1,590,000 ",12/19/2014
206,78703,"3,098","$1,595,000 ",$514.85 ,"$1,595,000 ",12/31/2014
207,78703,"3,666","$1,650,000 ",$450.08 ,"$1,650,000 ",11/6/2014
208,78703,"3,956","$1,695,000 ",$419.11 ,"$1,658,000 ",7/14/2014
209,78703,"4,593","$1,899,000 ",$391.90 ,"$1,800,000 ",10/30/2014
210,78703,"3,701","$1,599,000 ",$489.06 ,"$1,810,000 ",12/30/2014
211,78703,"5,865","$2,299,000 ",$375.11 ,"$2,200,000 ",12/8/2014
212,78703,"6,291","$2,495,000 ",$361.63 ,"$2,275,000 ",11/21/2014
213,78731,"6,276","$2,999,000 ",$394.12 ,"$2,473,500 ",11/28/2014
214,78703,"5,100","$2,675,000 ",$509.80 ,"$2,600,000 ",11/21/2014
215,78703,"7,021","$3,750,000 ",$498.50 ,"$3,500,000 ",11/3/2014
216,78727,"1,046","$150,000 ",$140.52 ,"$146,985 ",12/18/2014
217,78727,"1,303","$165,000 ",$116.65 ,"$152,000 ",10/20/2014
218,78727,920,"$165,000 ",$168.48 ,"$155,000 ",10/8/2014
219,78727,"1,023","$160,000 ",$151.71 ,"$155,200 ",10/6/2014
220,78727,920,"$164,900 ",$171.74 ,"$158,000 ",7/31/2014
221,78727,920,"$164,950 ",$176.09 ,"$162,000 ",9/26/2014
222,78727,"1,167","$165,000 ",$147.39 ,"$172,000 ",6/25/2014
223,78727,"1,167","$174,000 ",$155.96 ,"$182,000 ",7/31/2014
224,78727,"1,201","$192,500 ",$157.37 ,"$189,000 ",8/25/2014
225,78727,"1,455","$186,900 ",$130.58 ,"$190,000 ",7/3/2014
226,78727,"1,241","$184,900 ",$155.12 ,"$192,500 ",7/10/2014
227,78727,"1,375","$200,000 ",$142.55 ,"$196,000 ",7/25/2014
228,78727,"1,693","$207,000 ",$118.07 ,"$199,900 ",8/12/2014
229,78727,"1,459","$205,000 ",$139.82 ,"$204,000 ",12/1/2014
230,78727,"1,280","$219,900 ",$165.63 ,"$212,000 ",12/19/2014
231,78727,"1,352","$208,500 ",$157.54 ,"$213,000 ",9/26/2014
232,78727,"1,721","$235,000 ",$124.93 ,"$215,000 ",8/4/2014
233,78727,"1,716","$225,000 ",$127.04 ,"$218,000 ",7/11/2014
234,78727,"1,361","$218,000 ",$161.65 ,"$220,000 ",6/28/2014
235,78727,"1,375","$205,000 ",$163.64 ,"$225,000 ",7/16/2014
236,78727,"1,769","$239,900 ",$127.76 ,"$226,000 ",11/25/2014
237,78727,"1,435","$240,000 ",$157.87 ,"$226,550 ",11/19/2014
238,78759,"1,282","$237,500 ",$185.26 ,"$237,500 ",10/7/2014
239,78727,"1,445","$244,900 ",$164.71 ,"$238,000 ",10/10/2014
240,78727,"1,696","$238,950 ",$140.89 ,"$238,950 ",7/28/2014
241,78759,"1,276","$229,950 ",$187.70 ,"$239,500 ",7/8/2014
242,78727,"1,454","$229,000 ",$165.06 ,"$240,000 ",7/3/2014
243,78727,"1,352","$229,900 ",$178.25 ,"$241,000 ",7/10/2014
244,78759,"1,439","$250,000 ",$168.17 ,"$242,000 ",11/7/2014
245,78759,"1,645","$220,000 ",$148.94 ,"$245,000 ",8/21/2014
246,78727,"1,653","$249,000 ",$149.43 ,"$247,000 ",12/31/2014
247,78727,"1,644","$249,500 ",$151.46 ,"$249,000 ",9/18/2014
248,78759,"1,163","$250,000 ",$214.53 ,"$249,500 ",7/31/2014
249,78727,"1,546","$250,000 ",$161.71 ,"$250,000 ",12/5/2014
250,78727,"1,566","$239,900 ",$159.64 ,"$250,000 ",10/15/2014
251,78759,"1,364","$264,900 ",$186.22 ,"$254,000 ",9/29/2014
252,78759,"1,637","$279,000 ",$155.77 ,"$255,000 ",8/28/2014
253,78727,"1,679","$269,000 ",$152.17 ,"$255,500 ",7/18/2014
254,78727,"1,418","$255,000 ",$181.24 ,"$257,000 ",8/5/2014
255,78759,"1,204","$259,800 ",$215.78 ,"$259,800 ",8/22/2014
256,78750,"1,314","$259,900 ",$197.87 ,"$260,000 ",9/22/2014
257,78727,"1,900","$267,000 ",$136.84 ,"$260,000 ",9/16/2014
258,78727,"1,622","$275,000 ",$160.30 ,"$260,000 ",9/30/2014
259,78727,"1,937","$250,000 ",$136.81 ,"$265,000 ",10/7/2014
260,78727,"1,802","$269,900 ",$147.06 ,"$265,000 ",9/25/2014
261,78727,"1,657","$239,900 ",$159.93 ,"$265,000 ",7/18/2014
262,78759,"1,571","$255,000 ",$168.68 ,"$265,000 ",6/13/2014
263,78727,"2,182","$282,500 ",$123.28 ,"$269,000 ",10/15/2014
264,78727,"1,664","$259,950 ",$162.26 ,"$270,000 ",11/20/2014
265,78759,"1,361","$250,000 ",$198.38 ,"$270,000 ",6/19/2014
266,78759,"1,623","$275,000 ",$167.59 ,"$272,000 ",11/24/2014
267,78759,"1,500","$275,000 ",$181.33 ,"$272,000 ",6/30/2014
268,78727,"1,830","$279,900 ",$149.73 ,"$274,000 ",7/25/2014
269,78727,"1,679","$279,000 ",$163.79 ,"$275,000 ",10/30/2014
270,78759,"1,570","$275,000 ",$175.16 ,"$275,000 ",8/21/2014
271,78727,"1,671","$285,000 ",$164.57 ,"$275,000 ",7/29/2014
272,78727,"1,751","$258,000 ",$157.05 ,"$275,000 ",6/27/2014
273,78759,"1,472","$280,000 ",$187.84 ,"$276,500 ",8/15/2014
274,78750,"1,728","$285,000 ",$162.04 ,"$280,000 ",9/18/2014
275,78727,"1,989","$265,000 ",$140.77 ,"$280,000 ",7/30/2014
276,78727,"1,564","$250,000 ",$179.03 ,"$280,000 ",7/14/2014
277,78759,"1,600","$278,000 ",$175.00 ,"$280,000 ",7/18/2014
278,78759,"1,282","$269,000 ",$218.80 ,"$280,500 ",8/1/2014
279,78759,"1,326","$285,000 ",$213.42 ,"$283,000 ",11/25/2014
280,78727,"1,753","$292,500 ",$162.01 ,"$284,000 ",9/5/2014
281,78759,"1,489","$285,000 ",$191.40 ,"$285,000 ",11/17/2014
282,78750,"1,697","$285,000 ",$167.94 ,"$285,000 ",7/25/2014
283,78727,"1,607","$264,900 ",$177.35 ,"$285,000 ",7/11/2014
284,78759,"1,147","$279,900 ",$250.65 ,"$287,500 ",12/19/2014
285,78727,"1,627","$239,950 ",$177.63 ,"$289,000 ",8/5/2014
286,78759,"1,546","$285,000 ",$187.58 ,"$290,000 ",10/8/2014
287,78727,"1,966","$294,500 ",$149.44 ,"$293,800 ",10/16/2014
288,78759,"2,115","$299,900 ",$139.01 ,"$294,000 ",11/24/2014
289,78759,"1,912","$299,000 ",$153.77 ,"$294,000 ",9/30/2014
290,78727,"1,409","$294,000 ",$208.66 ,"$294,000 ",8/19/2014
291,78727,"1,949","$295,000 ",$151.36 ,"$295,000 ",12/23/2014
292,78727,"1,452","$306,500 ",$203.17 ,"$295,000 ",10/30/2014
293,78759,"1,922","$300,000 ",$153.49 ,"$295,000 ",9/19/2014
294,78759,"1,311","$289,000 ",$225.02 ,"$295,000 ",8/8/2014
295,78727,"1,721","$299,900 ",$174.26 ,"$299,900 ",12/1/2014
296,78759,"1,507","$299,900 ",$199.00 ,"$299,900 ",11/7/2014
297,78759,"1,472","$299,900 ",$203.74 ,"$299,900 ",10/24/2014
298,78727,"1,838","$295,000 ",$163.22 ,"$300,000 ",9/16/2014
299,78727,"2,166","$319,900 ",$138.50 ,"$300,000 ",9/22/2014
300,78759,"2,770","$299,995 ",$108.30 ,"$300,000 ",7/10/2014
301,78759,"1,472","$299,900 ",$205.16 ,"$302,000 ",7/25/2014
302,78759,"1,790","$304,000 ",$169.83 ,"$304,000 ",6/27/2014
303,78727,"1,700","$325,000 ",$181.18 ,"$308,000 ",7/25/2014
304,78759,"1,596","$310,000 ",$193.92 ,"$309,500 ",9/12/2014
305,78750,"1,952","$318,000 ",$161.89 ,"$316,000 ",8/22/2014
306,78727,"1,716","$329,900 ",$186.48 ,"$320,000 ",12/12/2014
307,78759,"1,743","$315,000 ",$183.59 ,"$320,000 ",10/31/2014
308,78759,"1,794","$329,900 ",$178.37 ,"$320,000 ",11/10/2014
309,78759,"1,394","$319,900 ",$229.56 ,"$320,000 ",8/29/2014
310,78750,"1,750","$315,000 ",$185.71 ,"$325,000 ",8/28/2014
311,78759,"1,719","$335,000 ",$189.06 ,"$325,000 ",7/29/2014
312,78727,"2,568","$319,900 ",$126.95 ,"$326,000 ",10/9/2014
313,78759,"1,539","$325,000 ",$211.83 ,"$326,000 ",7/25/2014
314,78759,"2,315","$332,000 ",$141.04 ,"$326,500 ",9/17/2014
315,78759,"2,288","$350,000 ",$143.36 ,"$328,000 ",11/18/2014
316,78750,"2,315","$334,900 ",$142.12 ,"$329,000 ",7/31/2014
317,78727,"2,071","$330,000 ",$159.34 ,"$330,000 ",11/18/2014
318,78750,"1,507","$325,000 ",$220.31 ,"$332,000 ",12/31/2014
319,78759,"1,852","$340,000 ",$179.27 ,"$332,000 ",11/19/2014
320,78759,"1,572","$315,000 ",$213.10 ,"$335,000 ",8/15/2014
321,78759,"2,226","$354,900 ",$150.49 ,"$335,000 ",8/14/2014
322,78759,"2,022","$347,900 ",$166.26 ,"$336,175 ",9/29/2014
323,78750,"2,091","$325,000 ",$162.60 ,"$340,000 ",12/30/2014
324,78759,"1,881","$334,900 ",$180.75 ,"$340,000 ",7/16/2014
325,78727,"2,296","$331,500 ",$150.04 ,"$344,500 ",8/29/2014
326,78750,"2,049","$349,999 ",$169.59 ,"$347,500 ",11/25/2014
327,78759,"1,936","$349,000 ",$180.27 ,"$349,000 ",7/3/2014
328,78759,"1,901","$349,700 ",$183.96 ,"$349,700 ",9/9/2014
329,78759,"2,353","$364,900 ",$149.81 ,"$352,500 ",10/23/2014
330,78727,"1,891","$369,900 ",$188.26 ,"$356,000 ",6/27/2014
331,78759,"1,589","$344,500 ",$225.30 ,"$358,000 ",8/8/2014
332,78759,"2,200","$365,000 ",$163.64 ,"$360,000 ",12/1/2014
333,78759,"2,024","$360,000 ",$177.87 ,"$360,000 ",10/8/2014
334,78759,"2,232","$379,999 ",$162.19 ,"$362,000 ",10/3/2014
335,78727,"1,951","$370,000 ",$186.06 ,"$363,000 ",9/25/2014
336,78759,"1,762","$367,500 ",$208.85 ,"$368,000 ",9/2/2014
337,78759,"2,181","$375,000 ",$169.19 ,"$369,000 ",8/25/2014
338,78759,"1,896","$374,473 ",$196.47 ,"$372,500 ",12/29/2014
339,78727,"1,839","$345,950 ",$203.37 ,"$374,000 ",7/11/2014
340,78750,"2,074","$375,000 ",$180.81 ,"$375,000 ",10/10/2014
341,78759,"2,222","$398,000 ",$168.77 ,"$375,000 ",10/3/2014
342,78759,"2,004","$369,000 ",$189.62 ,"$380,000 ",7/31/2014
343,78727,"2,241","$382,000 ",$169.57 ,"$380,000 ",6/19/2014
344,78759,"1,738","$384,483 ",$219.50 ,"$381,483 ",12/30/2014
345,78759,"2,394","$399,000 ",$159.53 ,"$381,925 ",11/20/2014
346,78759,"2,081","$384,900 ",$184.96 ,"$384,900 ",9/23/2014
347,78759,"2,173","$397,500 ",$177.17 ,"$385,000 ",12/22/2014
348,78759,"1,893","$369,000 ",$203.38 ,"$385,000 ",7/7/2014
349,78759,"2,137","$385,000 ",$180.91 ,"$386,600 ",9/12/2014
350,78759,"2,430","$389,900 ",$159.26 ,"$387,000 ",9/30/2014
351,78759,"1,927","$399,900 ",$202.13 ,"$389,500 ",8/29/2014
352,78759,"1,862","$389,900 ",$209.45 ,"$390,000 ",8/8/2014
