#,MLS #,Status,Area,Address,Zip,# Beds Total,# Baths Full,# Baths Half,# Living,# Stories,# Garage Spaces,Year Built,Acres,Sqft Total,LP$SqFt,List Price,Sold/Lease$/SqFt,Sold/Lease Price,Sold/Lease Date,ADOM,CDOM
26,9168483,S,1A,4906 Bob Cat RUN,78731,4,3,1,1,3,2,1984,0.15,"2,640",$180.27 ,"$475,900 ",$176.14 ,"$465,000 ",12/1/2014,40,40
27,6428980,S,1A,5809 Trailridge CIR,78731,3,2,0,2,1,0,1956,0.29,"2,274",$230.65 ,"$524,500 ",$204.49 ,"$465,000 ",10/30/2014,114,114
28,3386133,S,1A,4513 Autumnleaf HOLW,78731,3,2,1,2,2,2,1984,0.13,"2,457",$188.24 ,"$462,500 ",$191.09 ,"$469,500 ",7/1/2014,27,27
29,5723032,S,1A,8706 Mountainwood CIR,78759,4,2,0,2,1,2,1966,0.26,"2,268",$209.44 ,"$475,000 ",$210.32 ,"$477,000 ",8/22/2014,4,4
30,1350782,S,1A,4302 Mountain Path DR,78759,3,2,0,2,1,2,1976,0.3,"1,864",$267.70 ,"$499,000 ",$260.19 ,"$485,000 ",10/20/2014,42,42
31,5563610,S,1A,6103 Mountainclimb DR,78731,3,2,0,1,1,0,1962,0.3,"2,104",$244.77 ,"$515,000 ",$236.45 ,"$497,500 ",12/16/2014,13,13
32,5308906,S,1A,8537 Adirondack TRL,78759,4,2,2,2,2,2,1994,0.57,"2,367",$211.24 ,"$499,999 ",$210.39 ,"$498,000 ",8/27/2014,40,40
33,4352731,S,1A,4108 Deepwoods DR,78731,4,2,1,2,1,2,1964,0.25,"2,296",$217.33 ,"$499,000 ",$217.77 ,"$500,000 ",10/3/2014,1,1
34,9901776,S,1A,7306 Running Rope,78731,4,2,0,1,1,2,1971,0.32,"2,306",$216.83 ,"$500,000 ",$216.83 ,"$500,000 ",5/27/2014,1,1
35,1426578,S,1A,6505 MESA DR,78731,4,2,0,2,1,2,1968,0.34,"2,939",$178.63 ,"$525,000 ",$173.53 ,"$510,000 ",8/28/2014,5,5
36,9540140,S,1A,4004 Edgerock DR,78731,3,2,0,2,1,2,1971,0.25,"1,956",$268.40 ,"$525,000 ",$262.27 ,"$513,000 ",12/11/2014,1,1
37,9019657,S,1A,4808 Fern HOLW,78731,3,3,1,2,3,2,1984,0.18,"3,070",$169.35 ,"$519,900 ",$168.40 ,"$517,000 ",9/12/2014,52,52
38,9640919,S,1A,5100 Lea CV,78731,4,2,1,2,2,2,1976,0.53,"2,398",$216.56 ,"$519,300 ",$216.85 ,"$520,000 ",10/15/2014,5,5
39,3987149,S,1A,5802 Lakeview CIR,78731,3,3,0,2,M,1,1960,0.3,"2,771",$196.68 ,"$545,000 ",$188.20 ,"$521,500 ",11/24/2014,107,107
40,3202954,S,1A,7605 Parkview CIR,78731,4,3,0,2,2,0,1973,0.27,"2,851",$196.42 ,"$560,000 ",$182.92 ,"$521,500 ",8/29/2014,34,34
41,9786837,S,1A,6308 Mountainclimb DR,78731,3,2,0,1,1,2,1979,0.3,"2,024",$261.86 ,"$530,000 ",$261.36 ,"$529,000 ",10/14/2014,8,8
42,1825653,S,1A,4209 Cliffwood CV,78759,4,2,1,2,1,2,1970,0.22,"3,110",$173.31 ,"$539,000 ",$170.42 ,"$530,000 ",10/17/2014,138,138
43,3282608,S,1A,5002 N Rim DR,78731,3,2,1,1,2,2,1990,0.91,"2,154",$254.87 ,"$549,000 ",$250.70 ,"$540,000 ",10/17/2014,25,25
44,8231639,S,1A,3931 Far West BLVD,78731,4,3,0,3,1,2,1968,0.23,"2,643",$211.50 ,"$559,000 ",$205.64 ,"$543,500 ",11/12/2014,32,97
45,9552361,S,1A,8158 Ceberry DR,78759,3,2,1,2,2,3,1979,0.24,"3,028",$194.68 ,"$589,500 ",$179.99 ,"$545,000 ",10/15/2014,113,113
46,7912431,S,1A,6605 Laurelwood DR,78731,3,2,0,2,1,2,1963,0.48,"2,058",$274.54 ,"$565,000 ",$267.25 ,"$550,000 ",10/31/2014,39,39
47,3211849,S,1A,4301 Deepwoods DR,78731,4,2,0,2,1,2,1967,0.22,"1,966",$266.99 ,"$524,900 ",$279.76 ,"$550,000 ",7/22/2014,4,4
48,8592652,S,1A,3500 Hillbrook DR,78731,4,3,0,2,1,2,1964,0.29,"2,096",$250.48 ,"$525,000 ",$263.60 ,"$552,500 ",8/26/2014,5,5
49,6100435,S,1A,4700 Greystone DR,78731,4,3,0,2,1,2,1971,0.23,"2,243",$247.44 ,"$555,000 ",$247.44 ,"$555,000 ",10/29/2014,1,1
50,5775425,S,1A,6303 Mountainclimb DR,78731,4,3,0,2,1,2,1962,0.49,"2,746",$209.40 ,"$575,000 ",$203.75 ,"$559,500 ",9/11/2014,21,21
51,8275390,S,1A,4502 Deepwoods DR,78731,5,3,0,2,2,2,1971,0.28,"2,731",$199.56 ,"$545,000 ",$208.71 ,"$570,000 ",8/7/2014,1,1
52,4530258,S,1A,8506 Walhill CV,78759,3,2,0,1,1,3,1991,1.35,"2,537",$258.97 ,"$657,000 ",$224.67 ,"$570,000 ",10/6/2014,61,61
53,9229070,S,1A,7711 Shadyrock DR,78731,3,2,0,3,1,2,1970,0.27,"2,495",$232.26 ,"$579,500 ",$230.06 ,"$574,000 ",9/15/2014,7,7
54,9938565,S,1A,6104 Ledge Mountain DR,78731,4,3,0,2,1,2,1977,0.4,"2,762",$226.29 ,"$625,000 ",$208.18 ,"$575,000 ",10/31/2014,,
55,9331242,S,1A,8603 Alverstone WAY,78759,4,2,0,2,1,2,1975,0.21,"2,474",$232.42 ,"$575,000 ",$232.42 ,"$575,000 ",9/4/2014,3,3
56,6961861,S,1A,7602 MESA DR,78731,5,3,0,4,1,2,1968,0.28,"3,333",$179.72 ,"$599,000 ",$172.52 ,"$575,000 ",10/17/2014,83,83
57,6422538,S,1A,4113 Tablerock DR,78731,4,2,0,2,1,2,1968,0.25,"2,144",$270.48 ,"$579,900 ",$270.06 ,"$579,000 ",11/19/2014,4,4
58,3579000,S,1A,3792 Mia Tia CIR,78731,4,3,0,1,2,2,2001,0.16,"2,549",$215.38 ,"$549,000 ",$229.50 ,"$585,000 ",9/19/2014,5,5
59,5918783,S,1A,4808 Ranch Road 2222,78731,3,2,1,2,2,2,1995,0.34,"3,254",$184.36 ,"$599,900 ",$181.32 ,"$590,000 ",9/19/2014,8,154
60,7267966,S,1A,5813 Sandalwood HOLW,78731,3,2,1,2,2,2,1998,0.14,"2,500",$230.00 ,"$574,995 ",$236.00 ,"$590,000 ",7/21/2014,1,1
61,6615714,S,1A,6112 Mountain Villa CV,78731,3,2,1,1,3,2,1981,0.11,"2,164",$265.67 ,"$574,900 ",$272.64 ,"$590,000 ",7/31/2014,5,5
62,2573430,S,1A,8502 Adirondack CV,78759,4,5,0,4,M,3,1997,0.3,"3,741",$167.04 ,"$624,900 ",$159.05 ,"$595,000 ",12/19/2014,1,1
63,1383446,S,1A,6603 Mesa DR,78731,3,2,0,2,1,2,1963,0.38,"2,239",$267.53 ,"$599,000 ",$267.53 ,"$599,000 ",11/13/2014,4,4
64,4288529,S,1A,5909 Mount Bonnell RD,78731,4,2,1,2,2,2,1985,0.16,"3,644",$171.51 ,"$625,000 ",$164.65 ,"$600,000 ",11/21/2014,74,74
65,4230326,S,1A,4115 Paint Rock DR,78731,4,2,0,2,1,2,1969,0.22,"2,259",$261.18 ,"$590,000 ",$266.05 ,"$601,000 ",7/14/2014,7,7
66,1329592,S,1A,4012 Silverspring DR,78759,5,3,0,3,1,0,1970,0.33,"2,968",$203.84 ,"$605,000 ",$203.84 ,"$605,000 ",9/23/2014,5,5
67,1901858,S,1A,4016 North Hills DR,78731,3,2,1,2,1,2,1962,0.31,"2,208",$271.29 ,"$599,000 ",$279.66 ,"$617,500 ",10/9/2014,1,1
68,6854482,S,1A,4401 Walhill LN,78759,4,3,1,2,2,2,1980,0.34,"3,256",$190.39 ,"$619,900 ",$190.42 ,"$620,000 ",10/22/2014,100,100
69,3894348,S,1A,6215 Highland Hills DR,78731,5,3,0,2,2,2,1971,0.43,"3,085",$210.37 ,"$649,000 ",$202.59 ,"$625,000 ",10/2/2014,36,36
70,7473636,S,1A,8601 EMERALD HILL DR,78759,6,3,1,2,2,2,1969,0.32,"3,429",$186.35 ,"$639,000 ",$182.56 ,"$626,000 ",8/26/2014,19,19
71,4782275,S,1A,8411 Lone Mesa,78759,5,4,1,2,M,2,1984,0.47,"3,886",$154.14 ,"$599,000 ",$162.12 ,"$630,000 ",10/31/2014,52,52
72,7651653,S,1A,3803 Green TRL N,78731,4,2,1,2,2,2,1979,0.22,"3,184",$200.69 ,"$639,000 ",$199.28 ,"$634,500 ",12/5/2014,136,136
73,5440816,S,1A,7624 Rockpoint DR,78731,4,3,1,3,2,2,1979,0.26,"2,917",$218.72 ,"$638,000 ",$217.69 ,"$635,000 ",11/14/2014,2,2
74,5752571,S,1A,3910 Glengarry DR,78731,4,3,0,3,1,2,1981,0.24,"3,148",$214.42 ,"$675,000 ",$205.74 ,"$647,660 ",12/5/2014,1,1
75,6803437,S,1A,6108 Mountain Villa CIR,78731,3,2,1,2,2,2,1979,0.47,"2,699",$240.46 ,"$649,000 ",$240.46 ,"$649,000 ",10/20/2014,1,1
76,8130637,S,1A,4301 Hyridge DR,78759,4,3,0,2,2,3,1980,0.38,"2,728",$247.43 ,"$675,000 ",$238.27 ,"$650,000 ",9/19/2014,32,32
77,2859244,S,1A,4404 Hyridge DR,78759,4,3,1,2,2,2,1986,0.54,"2,776",$236.67 ,"$657,000 ",$234.15 ,"$650,000 ",9/25/2014,74,74
78,5342452,S,1A,5806 Westslope DR,78731,3,2,0,2,1,0,1962,0.34,"2,413",$285.95 ,"$690,000 ",$275.59 ,"$665,000 ",8/22/2014,14,14
79,6014436,S,1A,4302 Bamford DR,78731,4,3,0,1,2,2,1971,0.24,"2,882",$234.21 ,"$675,000 ",$232.48 ,"$670,000 ",6/13/2014,27,27
80,8046806,S,1A,7306 Waterline RD,78731,4,2,0,1,1,2,1967,0.22,"2,320",$293.10 ,"$680,000 ",$290.52 ,"$674,000 ",5/20/2014,3,3
81,9260863,S,1A,7500 Stepdown CV,78731,4,3,1,2,2,2,1974,0.44,"3,128",$223.79 ,"$700,000 ",$218.51 ,"$683,500 ",9/17/2014,19,19
82,2738391,S,1A,3910 Hyridge DR,78759,4,3,0,2,1,2,1966,0.31,"2,270",$307.93 ,"$699,000 ",$301.32 ,"$684,000 ",9/30/2014,2,2
83,2253733,S,1A,7101 Sungate DR,78731,4,2,1,2,1,2,1967,0.28,"2,334",$297.77 ,"$695,000 ",$293.06 ,"$684,000 ",7/24/2014,11,11
84,1642181,S,1A,3904 Knollwood DR,78731,4,3,0,2,2,2,2003,0.57,"3,012",$232.37 ,"$699,900 ",$227.42 ,"$685,000 ",11/24/2014,41,41
85,7006059,S,1A,5907 Lonesome Valley TRL,78731,4,3,0,2,2,2,1993,0.29,"3,147",$222.12 ,"$699,000 ",$218.94 ,"$689,000 ",8/29/2014,49,49
86,1769259,S,1A,6304 Bon Terra DR,78731,5,4,1,3,2,2,2003,0.29,"4,686",$191.85 ,"$899,000 ",$148.75 ,"$697,050 ",12/17/2014,28,174
87,1652235,S,1A,7506 Crossdraw DR,78731,4,3,0,2,1,2,1973,0.26,"2,682",$261.00 ,"$700,000 ",$264.73 ,"$710,000 ",10/2/2014,2,2
88,7881351,S,1A,8406 Lone Mesa,78759,4,2,1,2,2,2,1980,0.23,"2,852",$254.21 ,"$725,000 ",$250.70 ,"$715,000 ",10/9/2014,56,56
89,8440859,S,1A,4008 North Hills DR,78731,4,2,1,3,1,2,1963,0.32,"2,694",$259.80 ,"$699,900 ",$268.19 ,"$722,500 ",10/14/2014,3,3
90,4756096,S,1A,5904 Down Valley CT,78731,4,3,0,3,2,2,1992,0.52,"3,463",$210.77 ,"$729,900 ",$213.69 ,"$740,000 ",9/15/2014,18,18
91,5892467,S,1A,6320 Sprucewood DR,78731,3,2,1,2,1,2,1977,0.59,"2,703",$286.72 ,"$775,000 ",$285.42 ,"$771,500 ",10/24/2014,28,28
92,7147021,S,1A,7703 Bramblewood CIR,78731,4,2,1,3,2,2,1979,0.3,"3,429",$226.01 ,"$775,000 ",$227.91 ,"$781,500 ",7/23/2014,2,2
93,6936420,S,1A,5805 W Gentle Breeze TER E,78731,4,3,1,3,2,2,1999,0.2,"3,454",$230.17 ,"$795,000 ",$230.17 ,"$795,000 ",10/10/2014,17,17
94,6275440,S,1A,6308 Highland Hills DR,78731,5,3,0,3,2,2,1966,0.3,"3,347",$238.72 ,"$799,000 ",$243.50 ,"$815,000 ",7/22/2014,2,2
95,8275040,S,1A,6505 Sumac DR,78731,4,4,0,2,2,2,1975,0.24,"3,102",$262.73 ,"$815,000 ",$263.06 ,"$816,000 ",9/30/2014,5,5
96,7229976,S,1A,4103 Mesa CT,78731,3,3,0,1,1,2,1987,0.5,"3,426",$262.41 ,"$899,000 ",$238.81 ,"$818,150 ",9/30/2014,22,22
97,3686025,S,1A,6006 LONESOME VALLEY TRL,78731,4,3,1,3,2,2,1992,0.36,"3,335",$247.38 ,"$825,000 ",$247.38 ,"$825,000 ",7/2/2014,3,3
98,5973710,S,1A,6721 Valburn DR,78731,3,3,1,3,1,3,2005,0.53,"3,424",$248.25 ,"$850,000 ",$241.68 ,"$827,500 ",9/23/2014,59,59
99,8417397,S,1A,4900 Backtrail DR,78731,5,3,1,3,2,3,1983,0.35,"3,853",$220.61 ,"$850,000 ",$219.31 ,"$845,000 ",7/2/2014,,
100,3876741,S,1A,4015 Sierra DR,78731,5,3,0,2,1,2,1962,0.4,"3,270",$237.00 ,"$775,000 ",$259.94 ,"$850,000 ",9/15/2014,5,5
101,4414542,S,1A,5325 Valburn CIR,78731,4,3,1,2,2,2,1978,0.26,"4,360",$206.40 ,"$899,900 ",$204.91 ,"$893,400 ",12/1/2014,119,378
102,4590338,S,1A,8811 Point West DR,78759,4,3,1,3,2,2,1967,0.28,"3,609",$253.53 ,"$915,000 ",$253.53 ,"$915,000 ",7/18/2014,4,4
103,4915588,S,1A,7812 Chimney CORS,78731,6,5,0,2,2,2,1998,0.27,"4,594",$217.68 ,"$999,999 ",$206.79 ,"$950,000 ",11/5/2014,121,121
104,3457388,S,1A,4504 Cat Mountain DR,78731,3,2,2,4,2,2,1976,0.31,"3,025",$343.80 ,"$1,040,000 ",$343.80 ,"$1,040,000 ",8/28/2014,48,48
105,7049559,S,1A,7103 WEST RIM DR,78731,6,5,0,3,1,3,2006,0.44,"5,660",$247.35 ,"$1,400,000 ",$238.52 ,"$1,350,000 ",9/15/2014,75,75
106,3326832,S,1B,5209 Valley Oak DR,78731,2,1,0,1,1,1,1950,0.24,872,$401.38 ,"$350,000 ",$361.24 ,"$315,000 ",12/18/2014,83,83
107,2946140,S,1B,5002 Highland CT,78731,3,2,0,1,1,0,1955,0.15,"1,467",$265.00 ,"$388,750 ",$264.14 ,"$387,500 ",8/15/2014,21,21
108,5746287,S,1B,3206 Highland TER W,78731,2,2,0,2,1,0,1950,0.34,"1,609",$254.82 ,"$410,000 ",$247.17 ,"$397,700 ",9/8/2014,9,9
109,4376370,S,1B,3300 Funston ST,78703,3,1,0,1,1,1,1949,0.15,927,$463.75 ,"$429,900 ",$431.50 ,"$400,000 ",10/10/2014,41,41
110,3905718,S,1B,4710 Palisade DR,78731,3,2,1,1,2,2,1983,0.22,"2,269",$185.10 ,"$420,000 ",$185.10 ,"$420,000 ",11/5/2014,13,13
111,2073040,S,1B,5903 Cartwright CV,78731,3,2,0,2,2,2,1982,0.16,"2,211",$197.65 ,"$437,000 ",$196.07 ,"$433,500 ",9/29/2014,57,57
112,8086485,S,1B,5801 HARRINGTON CV,78731,4,3,0,1,1,2,1984,0.2,"2,263",$197.75 ,"$447,500 ",$201.06 ,"$455,000 ",11/4/2014,2,2
113,6653262,S,1B,2300 W 11th ST,78703,3,2,0,3,M,0,1952,0.17,"2,198",$247.95 ,"$545,000 ",$211.56 ,"$465,000 ",10/10/2014,57,81
114,8906450,S,1B,2702 Jefferson ST,78703,3,1,0,1,2,2,1940,0.2,"1,910",$209.42 ,"$400,000 ",$243.46 ,"$465,000 ",7/21/2014,7,7
115,1502933,S,1B,3512 Lakeland DR,78731,3,2,0,1,1,2,1958,0.24,"1,949",$243.71 ,"$475,000 ",$243.71 ,"$475,000 ",10/10/2014,6,6
116,3005715,S,1B,1707 Meadowbrook DR,78703,2,1,0,1,1,2,1946,0.17,"1,172",$435.15 ,"$510,000 ",$418.94 ,"$491,000 ",8/21/2014,42,42
117,3695635,S,1B,3307 Beverly RD,78703,3,2,0,2,1,0,1960,0.18,"1,547",$322.56 ,"$499,000 ",$323.21 ,"$500,000 ",10/30/2014,,
118,6419338,S,1B,1611 W 8th ST,78703,2,1,0,2,1,0,1924,0.25,"1,024",$439.45 ,"$450,000 ",$488.28 ,"$500,000 ",7/7/2014,3,3
119,9809888,S,1B,5017 Highland CT,78731,3,2,0,2,1,2,1955,0.18,"1,992",$249.75 ,"$497,500 ",$251.00 ,"$500,000 ",7/11/2014,4,4
120,1557388,S,1B,3306 Bryker DR,78703,3,2,0,2,1,2,1947,0.18,"1,568",$337.37 ,"$529,000 ",$318.88 ,"$500,000 ",7/8/2014,28,28
121,4591768,S,1B,29 Margranita CRES,78703,2,1,0,2,1,1,1948,0.24,"1,238",$428.03 ,"$529,900 ",$407.11 ,"$504,000 ",7/22/2014,31,31
122,9202322,S,1B,1503 Wethersfield RD,78703,3,2,0,1,1,2,1955,0.14,"1,204",$439.37 ,"$529,000 ",$422.76 ,"$509,000 ",8/27/2014,9,9
123,3241639,S,1B,801 Meriden LN,78703,2,1,0,1,1,1,1950,0.21,945,$633.86 ,"$599,000 ",$555.56 ,"$525,000 ",11/21/2014,24,24
124,8576828,S,1B,1802 W 10th ST,78703,3,2,0,1,2,0,1960,0.15,"1,236",$465.21 ,"$575,000 ",$436.89 ,"$540,000 ",10/15/2014,76,76
125,9732107,S,1B,2501 Spring LN,78703,2,1,0,2,1,0,1936,0.18,"1,364",$414.22 ,"$565,000 ",$395.89 ,"$540,000 ",9/26/2014,40,40
126,2179816,S,1B,2310 Indian TRL,78703,3,2,0,2,1,1,1965,0.17,"1,534",$357.89 ,"$549,000 ",$352.02 ,"$540,000 ",7/11/2014,8,8
127,1271729,S,1B,1701 Waterston Ave,78703,2,1,0,1,1,0,1935,0.23,"1,000",$525.00 ,"$525,000 ",$542.00 ,"$542,000 ",10/10/2014,5,5
128,9632645,S,1B,5402 S Scout Island CIR,78731,3,2,1,2,2,2,1992,0.19,"2,552",$221.39 ,"$565,000 ",$213.56 ,"$545,000 ",12/19/2014,27,27
129,3420109,S,1B,2200 Schulle Ave,78703,3,2,0,2,1,0,1940,0.13,"2,361",$232.95 ,"$550,000 ",$232.95 ,"$550,000 ",10/8/2014,15,15
130,2874580,S,1B,5805 Karankawa CV,78731,2,2,1,1,2,2,1980,0.15,"2,178",$256.08 ,"$557,750 ",$256.08 ,"$557,750 ",7/9/2014,1,1
131,4124940,S,1B,1801 Mohle DR,78703,2,1,0,1,1,2,1945,0.23,"1,279",$422.20 ,"$540,000 ",$437.84 ,"$560,000 ",9/8/2014,1,1
132,3178547,S,1B,5605 Caprice DR,78731,3,2,0,2,1,1,1955,0.2,"1,982",$300.20 ,"$595,000 ",$290.11 ,"$575,000 ",11/24/2014,7,7
133,3465481,S,1B,3303 Live Oak CIR,78731,4,2,0,2,1,2,1959,0.34,"2,044",$293.52 ,"$599,950 ",$281.31 ,"$575,000 ",12/18/2014,20,20
134,5452637,S,1B,2316 Pruett ST,78703,2,2,0,2,1,1,1949,0.14,"1,616",$355.82 ,"$575,000 ",$355.82 ,"$575,000 ",6/8/2014,1,1
135,8978756,S,1B,2408 Marlton DR,78703,4,2,0,1,M,1,1954,0.21,"1,604",$374.06 ,"$599,999 ",$358.48 ,"$575,000 ",8/11/2014,46,46
136,3030858,S,1B,2804 Oakmont BLVD,78703,3,2,0,1,1,0,1952,0.26,"1,630",$361.35 ,"$589,000 ",$354.60 ,"$578,000 ",8/28/2014,4,4
137,7709071,S,1B,2409 W 10th ST,78703,2,2,0,1,1,2,1991,0.21,"1,290",$465.12 ,"$600,000 ",$448.95 ,"$579,150 ",8/15/2014,9,9
138,9581420,S,1B,606 Upson ST,78703,3,2,0,2,1,1,1930,0.16,"1,702",$349.59 ,"$595,000 ",$341.45 ,"$581,145 ",8/28/2014,14,14
139,4426055,S,1B,5425 Tortuga TRL,78731,4,2,1,2,2,2,1985,0.17,"2,789",$195.41 ,"$545,000 ",$209.75 ,"$585,000 ",6/27/2014,2,2
140,1858635,S,1B,2210 HARTFORD RD,78703,2,2,0,2,1,1,1946,0.15,"1,617",$367.97 ,"$595,000 ",$361.78 ,"$585,000 ",7/11/2014,13,13
141,3736760,S,1B,3507 Lakeland DR,78731,4,2,0,2,1,1,1954,0.23,"2,525",$237.66 ,"$600,100 ",$234.27 ,"$591,525 ",7/17/2014,11,11
142,6721657,S,1B,2800 Carlton RD,78703,3,2,0,1,1,2,1957,0.17,"1,512",$402.78 ,"$609,000 ",$399.47 ,"$604,000 ",7/7/2014,6,6
143,7260066,S,1B,614 Winflo,78703,3,1,1,2,1,1,1950,0.15,"1,720",$348.78 ,"$599,900 ",$351.74 ,"$605,000 ",7/10/2014,4,4
144,8382595,S,1B,1714 W 34th ST,78703,3,2,0,1,1,2,1941,0.29,"1,452",$433.88 ,"$630,000 ",$423.55 ,"$615,000 ",12/29/2014,12,12
145,8670966,S,1B,2107 Bowman Ave,78703,3,2,0,2,1,1,1941,0.21,"2,153",$301.90 ,"$650,000 ",$285.65 ,"$615,000 ",11/21/2014,78,78
146,3331259,S,1B,1507 Wethersfield RD,78703,3,2,1,1,1,0,1938,0.14,"1,909",$327.40 ,"$625,000 ",$325.83 ,"$622,000 ",6/20/2014,5,5
147,3827591,S,1B,2701 Mountain Laurel DR,78703,3,2,1,4,1,2,1960,0.35,"2,444",$284.37 ,"$695,000 ",$255.73 ,"$625,000 ",7/30/2014,35,35
148,9672133,S,1B,5509 Courtyard DR,78731,4,3,1,2,2,2,1988,0.21,"3,042",$213.35 ,"$649,000 ",$207.10 ,"$630,000 ",10/17/2014,87,87
149,5505280,S,1B,3419 Windsor RD,78703,3,2,0,1,1,2,1950,0.22,"1,851",$337.66 ,"$625,000 ",$345.76 ,"$640,000 ",11/26/2014,8,8
150,8370239,S,1B,5001 Beverly Skyline,78731,3,3,0,2,2,0,1975,0.54,"2,396",$271.29 ,"$650,000 ",$269.20 ,"$645,000 ",11/6/2014,5,5
151,9379583,S,1B,2307 Bowman Ave,78703,3,2,0,2,1,0,1940,0.22,"2,104",$308.46 ,"$649,000 ",$311.31 ,"$655,000 ",12/9/2014,8,8
152,3095175,S,1B,5001 Westview DR,78731,3,2,0,2,1,2,1957,0.25,"1,830",$365.85 ,"$669,500 ",$360.11 ,"$659,000 ",12/30/2014,9,9
