,Zip,Sqft Total,List Price,Sold/Lease$/SqFt,Sold/Lease Price,Sold/Lease Date
69,78731.0,"3,455","$695,000 ",$201.16 ,"$695,000 ",8/1/2016
70,78759.0,"2,474","$699,900 ",$282.90 ,"$699,900 ",8/17/2016
71,78759.0,"3,256","$725,000 ",$218.06 ,"$710,000 ",8/17/2016
72,78759.0,"2,852","$699,900 ",$248.95 ,"$710,000 ",8/15/2016
73,78731.0,"2,776","$699,900 ",$258.47 ,"$717,500 ",7/21/2016
74,78759.0,"2,445","$729,000 ",$294.48 ,"$720,000 ",11/4/2016
75,78759.0,"2,736","$769,900 ",$263.52 ,"$721,000 ",8/19/2016
76,78731.0,"2,354","$725,000 ",$307.99 ,"$725,000 ",12/12/2016
77,78731.0,"2,794","$750,000 ",$259.48 ,"$725,000 ",12/1/2016
78,78731.0,"3,320","$769,000 ",$220.78 ,"$733,000 ",11/29/2016
79,78759.0,"3,879","$749,900 ",$190.13 ,"$737,500 ",8/16/2016
80,78731.0,"2,548","$749,900 ",$290.42 ,"$740,000 ",12/16/2016
81,78759.0,"2,531","$724,000 ",$296.33 ,"$750,000 ",6/17/2016
82,78731.0,"2,954","$775,000 ",$257.28 ,"$760,000 ",7/20/2016
83,78731.0,"2,817","$775,000 ",$270.32 ,"$761,500 ",12/15/2016
84,78731.0,"2,333","$765,000 ",$327.90 ,"$765,000 ",8/31/2016
85,78731.0,"3,944","$895,000 ",$196.37 ,"$774,500 ",10/7/2016
86,78731.0,"3,103","$775,000 ",$249.76 ,"$775,000 ",12/9/2016
87,78731.0,"2,771","$785,000 ",$279.68 ,"$775,000 ",7/26/2016
88,78731.0,"2,555","$779,000 ",$304.89 ,"$779,000 ",9/14/2016
89,78731.0,"2,632","$815,000 ",$301.12 ,"$792,540 ",8/18/2016
90,78731.0,"2,870","$774,900 ",$276.83 ,"$794,500 ",12/15/2016
91,78731.0,"2,564","$859,900 ",$327.61 ,"$840,000 ",11/18/2016
92,78731.0,"3,966","$899,000 ",$216.84 ,"$860,000 ",8/25/2016
93,78731.0,"3,558","$869,000 ",$241.71 ,"$860,000 ",8/5/2016
94,78731.0,"2,978","$875,000 ",$292.14 ,"$870,000 ",10/18/2016
95,78731.0,"3,080","$849,000 ",$283.77 ,"$874,000 ",10/28/2016
96,78731.0,"3,549","$900,000 ",$251.90 ,"$894,000 ",6/27/2016
97,78731.0,"4,235","$925,000 ",$211.45 ,"$895,500 ",10/6/2016
98,78731.0,"3,853","$899,000 ",$233.32 ,"$899,000 ",11/4/2016
99,78731.0,"3,289","$949,500 ",$281.24 ,"$925,000 ",9/29/2016
100,78731.0,"5,004","$1,195,000 ",$199.84 ,"$1,000,000 ",11/28/2016
101,78731.0,"3,451","$1,075,000 ",$311.50 ,"$1,075,000 ",10/4/2016
102,78731.0,"3,509","$1,232,500 ",$334.85 ,"$1,175,000 ",10/17/2016
103,78731.0,"4,912","$1,325,000 ",$268.73 ,"$1,320,000 ",10/28/2016
104,78703.0,"2,258","$626,900 ",$143.93 ,"$325,000 ",7/19/2016
105,78731.0,"1,030","$425,000 ",$339.81 ,"$350,000 ",12/30/2016
106,78703.0,952,"$399,900 ",$424.37 ,"$404,000 ",9/30/2016
107,78703.0,"1,200","$435,000 ",$366.67 ,"$440,000 ",12/16/2016
108,78731.0,"1,455","$465,000 ",$302.41 ,"$440,000 ",8/19/2016
109,78731.0,"1,324","$459,000 ",$350.45 ,"$464,000 ",10/31/2016
110,78731.0,"2,281","$519,000 ",$223.73 ,"$510,320 ",8/8/2016
111,78703.0,"1,366","$600,000 ",$377.01 ,"$515,000 ",12/12/2016
112,78731.0,"2,290","$519,900 ",$226.20 ,"$518,000 ",10/31/2016
113,78731.0,"2,940","$559,000 ",$179.49 ,"$527,700 ",7/25/2016
114,78731.0,"2,085","$549,000 ",$256.31 ,"$534,400 ",10/21/2016
115,78731.0,"2,365","$550,000 ",$228.75 ,"$541,000 ",10/31/2016
116,78703.0,"1,815","$599,000 ",$298.62 ,"$542,000 ",9/1/2016
117,78731.0,"1,398","$574,995 ",$402.72 ,"$563,000 ",9/29/2016
118,78731.0,"1,847","$574,000 ",$305.90 ,"$565,000 ",11/29/2016
119,78703.0,"1,254","$595,000 ",$458.53 ,"$575,000 ",9/14/2016
120,78703.0,768,"$605,000 ",$761.72 ,"$585,000 ",11/14/2016
121,78703.0,"1,384","$595,000 ",$424.49 ,"$587,500 ",10/28/2016
122,78703.0,986,"$609,000 ",$605.48 ,"$597,000 ",10/17/2016
123,78703.0,"2,332","$641,000 ",$260.29 ,"$607,000 ",7/29/2016
124,78703.0,"2,377","$650,000 ",$262.94 ,"$625,000 ",8/26/2016
125,78703.0,"2,210","$649,000 ",$284.05 ,"$627,740 ",12/6/2016
126,78703.0,"1,659","$645,000 ",$381.66 ,"$633,175 ",12/7/2016
127,78703.0,"1,936","$699,000 ",$348.66 ,"$675,000 ",12/1/2016
128,78703.0,"1,454","$699,900 ",$464.24 ,"$675,000 ",8/15/2016
129,78731.0,"2,331","$699,000 ",$289.82 ,"$675,575 ",8/29/2016
130,78703.0,"2,090","$749,950 ",$326.08 ,"$681,500 ",11/28/2016
131,78703.0,"1,690","$699,000 ",$413.61 ,"$699,000 ",7/29/2016
132,78703.0,"1,600","$695,000 ",$440.63 ,"$705,000 ",12/9/2016
133,78703.0,"2,074","$699,000 ",$340.89 ,"$707,000 ",8/5/2016
134,78731.0,"2,742","$744,500 ",$258.94 ,"$710,000 ",8/12/2016
135,78731.0,"2,370","$719,000 ",$301.69 ,"$715,000 ",11/10/2016
136,78703.0,"2,071","$739,000 ",$346.69 ,"$718,000 ",8/19/2016
137,78703.0,"1,657","$725,000 ",$434.52 ,"$720,000 ",12/21/2016
138,78703.0,"2,475","$750,000 ",$303.03 ,"$750,000 ",11/8/2016
139,78703.0,"1,920","$768,000 ",$394.32 ,"$757,100 ",8/31/2016
140,78731.0,"3,329","$765,000 ",$227.55 ,"$757,500 ",9/23/2016
141,78703.0,"1,583","$765,000 ",$479.47 ,"$759,000 ",9/9/2016
142,78703.0,"1,752","$829,000 ",$437.93 ,"$767,250 ",12/14/2016
143,78703.0,"2,332","$784,000 ",$329.33 ,"$768,000 ",10/7/2016
144,78731.0,"3,060","$774,990 ",$252.45 ,"$772,500 ",11/14/2016
145,78703.0,"2,350","$799,000 ",$333.19 ,"$783,000 ",10/27/2016
146,78703.0,"2,394","$850,000 ",$327.08 ,"$783,020 ",10/25/2016
147,78703.0,"2,143","$789,500 ",$368.41 ,"$789,500 ",11/23/2016
148,78703.0,"1,247","$795,000 ",$637.53 ,"$795,000 ",8/4/2016
149,78703.0,"1,815","$799,000 ",$440.77 ,"$800,000 ",8/29/2016
150,78731.0,"3,211","$800,000 ",$249.14 ,"$800,000 ",10/20/2016
151,78731.0,"2,104","$840,000 ",$383.79 ,"$807,500 ",9/20/2016
152,78731.0,"2,831","$850,000 ",$287.88 ,"$815,000 ",11/28/2016
153,78703.0,"2,305","$810,000 ",$353.58 ,"$815,000 ",7/22/2016
154,78703.0,"1,834","$849,000 ",$449.84 ,"$825,000 ",8/5/2016
155,78731.0,"2,210","$849,000 ",$373.30 ,"$825,000 ",10/27/2016
156,78703.0,"2,344","$865,000 ",$356.23 ,"$835,000 ",7/27/2016
157,78703.0,"1,816","$879,000 ",$468.06 ,"$850,000 ",11/30/2016
158,78703.0,"1,447","$899,950 ",$590.88 ,"$855,000 ",10/17/2016
159,78731.0,"2,938","$999,000 ",$293.06 ,"$861,000 ",10/14/2016
160,78703.0,"2,243","$875,000 ",$385.64 ,"$865,000 ",10/3/2016
161,78703.0,"1,870","$925,000 ",$466.58 ,"$872,500 ",12/30/2016
162,78703.0,"2,784","$995,900 ",$323.28 ,"$900,000 ",7/8/2016
163,78703.0,"2,411","$990,000 ",$382.62 ,"$922,500 ",11/14/2016
164,78703.0,"2,412","$950,000 ",$383.50 ,"$925,000 ",8/8/2016
165,78703.0,"2,770","$925,000 ",$337.55 ,"$935,000 ",12/16/2016
166,78731.0,"2,934","$1,100,000 ",$323.79 ,"$950,000 ",8/31/2016
167,78703.0,"2,655","$1,025,000 ",$367.23 ,"$975,000 ",10/4/2016
168,78703.0,"2,497","$1,050,000 ",$404.49 ,"$1,010,000 ",11/23/2016
169,78703.0,"3,008","$1,099,000 ",$337.43 ,"$1,015,000 ",9/9/2016
170,78703.0,"3,296","$1,050,000 ",$310.98 ,"$1,025,000 ",12/2/2016
171,78703.0,"3,475","$1,075,000 ",$297.63 ,"$1,034,250 ",12/19/2016
172,78731.0,"3,608","$1,100,000 ",$289.63 ,"$1,045,000 ",12/28/2016
173,78703.0,"2,444","$1,150,000 ",$427.58 ,"$1,045,000 ",9/29/2016
174,78703.0,"2,603","$1,150,000 ",$403.38 ,"$1,050,000 ",12/28/2016
175,78703.0,"2,250","$1,095,000 ",$478.89 ,"$1,077,500 ",10/11/2016
176,78731.0,"2,836","$1,100,000 ",$387.87 ,"$1,100,000 ",7/14/2016
177,78703.0,"2,781","$1,199,900 ",$413.52 ,"$1,150,000 ",11/8/2016
178,78703.0,"2,906","$1,199,001 ",$395.73 ,"$1,150,000 ",7/19/2016
179,78703.0,"2,488","$1,169,000 ",$469.86 ,"$1,169,000 ",10/21/2016
180,78703.0,"2,611","$1,220,000 ",$451.93 ,"$1,180,000 ",11/29/2016
181,78703.0,"2,909","$1,300,000 ",$408.39 ,"$1,188,000 ",11/30/2016
182,78731.0,"2,461","$1,150,000 ",$487.61 ,"$1,200,000 ",12/2/2016
183,78703.0,"3,062","$1,225,000 ",$400.07 ,"$1,225,000 ",8/9/2016
184,78703.0,"3,566","$1,250,000 ",$345.63 ,"$1,232,500 ",12/16/2016
185,78703.0,"2,917","$1,339,000 ",$428.52 ,"$1,250,000 ",12/12/2016
186,78731.0,"2,794","$1,260,000 ",$450.97 ,"$1,260,000 ",6/27/2016
187,78703.0,"2,192","$1,260,000 ",$574.82 ,"$1,260,000 ",6/17/2016
188,78703.0,"3,094","$1,285,000 ",$415.32 ,"$1,285,000 ",8/10/2016
189,78703.0,"2,745","$1,395,000 ",$485.88 ,"$1,333,750 ",8/19/2016
190,78703.0,"3,174","$1,395,000 ",$422.81 ,"$1,342,000 ",11/30/2016
191,78703.0,"3,201","$1,395,000 ",$421.74 ,"$1,350,000 ",11/16/2016
192,78703.0,"3,440","$1,495,000 ",$392.44 ,"$1,350,000 ",10/14/2016
193,78731.0,"4,713","$1,495,000 ",$286.44 ,"$1,350,000 ",11/15/2016
194,78731.0,"3,342","$1,390,000 ",$414.42 ,"$1,385,000 ",9/30/2016
195,78703.0,"2,517","$1,250,000 ",$553.83 ,"$1,394,000 ",10/21/2016
196,78703.0,"4,394","$1,499,000 ",$323.74 ,"$1,422,500 ",8/31/2016
197,78703.0,"2,727","$1,550,000 ",$526.22 ,"$1,435,000 ",11/29/2016
198,78731.0,"3,125","$1,469,000 ",$470.08 ,"$1,469,000 ",9/9/2016
199,78731.0,"2,396","$1,499,000 ",$625.21 ,"$1,498,000 ",7/7/2016
200,78703.0,"5,056","$1,850,000 ",$316.46 ,"$1,600,000 ",7/20/2016
201,78703.0,"4,118","$1,675,000 ",$388.54 ,"$1,600,000 ",7/14/2016
202,78703.0,"3,391","$1,750,000 ",$501.33 ,"$1,700,000 ",12/29/2016
203,78731.0,"4,873","$1,850,000 ",$379.64 ,"$1,850,000 ",7/29/2016
204,78703.0,"4,425","$1,995,000 ",$421.69 ,"$1,866,000 ",10/15/2016
205,78731.0,"2,174","$2,345,000 ",$979.76 ,"$2,130,000 ",7/19/2016
206,78703.0,"3,838","$2,195,000 ",$566.70 ,"$2,175,000 ",8/16/2016
207,78703.0,"5,400","$2,399,000 ",$421.30 ,"$2,275,000 ",9/28/2016
208,78705.0,"3,940","$2,500,000 ",$600.25 ,"$2,365,000 ",11/29/2016
209,78703.0,"4,270","$2,400,000 ",$556.21 ,"$2,375,000 ",7/1/2016
210,78703.0,"4,344","$2,950,000 ",$667.59 ,"$2,900,000 ",10/28/2016
211,78703.0,"5,477","$3,250,000 ",$588.83 ,"$3,225,000 ",6/24/2016
212,78703.0,"5,133","$3,395,000 ",$633.16 ,"$3,250,000 ",10/13/2016
213,78727.0,920,"$189,500 ",$207.61 ,"$191,000 ",7/5/2016
214,78727.0,"1,001","$210,000 ",$204.60 ,"$204,800 ",8/22/2016
215,78727.0,"1,046","$205,000 ",$195.98 ,"$205,000 ",9/22/2016
216,78727.0,"1,429","$208,000 ",$150.80 ,"$215,500 ",8/25/2016
217,78727.0,"1,034","$219,000 ",$209.86 ,"$217,000 ",8/30/2016
218,78727.0,"1,235","$219,000 ",$178.95 ,"$221,000 ",8/4/2016
219,78727.0,"1,515","$230,000 ",$148.51 ,"$225,000 ",9/28/2016
220,78727.0,"1,520","$220,000 ",$148.03 ,"$225,000 ",6/16/2016
221,78727.0,"1,256","$225,000 ",$184.87 ,"$232,200 ",6/28/2016
222,78727.0,"1,381","$215,000 ",$168.72 ,"$233,000 ",10/7/2016
223,78727.0,"1,471","$240,000 ",$162.47 ,"$239,000 ",10/28/2016
224,78727.0,"1,521","$254,900 ",$159.19 ,"$242,135 ",11/22/2016
225,78727.0,"1,248","$249,000 ",$194.71 ,"$243,000 ",10/12/2016
226,78727.0,"1,394","$257,500 ",$175.48 ,"$244,625 ",7/28/2016
227,78727.0,"1,241","$247,900 ",$200.64 ,"$249,000 ",12/29/2016
228,78759.0,"2,006","$279,900 ",$124.63 ,"$250,000 ",12/30/2016
229,78727.0,"1,547","$284,500 ",$163.87 ,"$253,500 ",8/12/2016
230,78759.0,"1,612","$265,000 ",$158.19 ,"$255,000 ",11/18/2016
231,78727.0,"1,380","$283,000 ",$184.78 ,"$255,000 ",11/21/2016
232,78727.0,"1,463","$254,000 ",$174.30 ,"$255,000 ",7/29/2016
233,78759.0,"1,380","$284,900 ",$195.29 ,"$269,500 ",12/20/2016
234,78727.0,"1,388","$336,900 ",$194.52 ,"$270,000 ",12/6/2016
235,78727.0,"1,318","$275,000 ",$208.65 ,"$275,000 ",12/21/2016
236,78759.0,"1,336","$280,000 ",$209.58 ,"$280,000 ",11/30/2016
237,78759.0,"1,132","$289,950 ",$247.35 ,"$280,000 ",9/19/2016
238,78727.0,"1,679","$299,900 ",$169.74 ,"$285,000 ",12/8/2016
239,78759.0,"1,448","$289,000 ",$199.59 ,"$289,000 ",9/15/2016
240,78727.0,"1,506","$295,000 ",$192.56 ,"$290,000 ",12/14/2016
241,78727.0,"1,670","$290,000 ",$173.65 ,"$290,000 ",8/1/2016
242,78727.0,"1,664","$310,000 ",$174.28 ,"$290,000 ",7/5/2016
243,78759.0,"1,515","$297,689 ",$191.42 ,"$290,000 ",7/8/2016
244,78727.0,"1,777","$279,900 ",$163.76 ,"$291,000 ",12/8/2016
245,78727.0,"1,813","$294,950 ",$162.69 ,"$294,950 ",12/15/2016
246,78727.0,"1,435","$270,000 ",$205.57 ,"$295,000 ",7/29/2016
247,78759.0,"2,064","$320,000 ",$143.90 ,"$297,000 ",12/31/2016
248,78727.0,"1,548","$300,000 ",$191.86 ,"$297,000 ",12/13/2016
249,78727.0,"1,384","$299,950 ",$216.69 ,"$299,900 ",12/16/2016
250,78727.0,"1,645","$299,900 ",$182.31 ,"$299,900 ",11/16/2016
251,78759.0,"1,460","$300,000 ",$205.48 ,"$300,000 ",11/11/2016
252,78759.0,"1,679","$310,000 ",$178.68 ,"$300,000 ",11/18/2016
253,78727.0,"1,786","$319,000 ",$167.97 ,"$300,000 ",12/30/2016
254,78727.0,"1,835","$309,000 ",$163.49 ,"$300,000 ",10/18/2016
255,78727.0,"1,484","$304,900 ",$203.50 ,"$302,000 ",9/12/2016
256,78759.0,"1,371","$308,000 ",$222.47 ,"$305,000 ",12/30/2016
257,78759.0,"1,400","$309,950 ",$217.86 ,"$305,000 ",10/18/2016
258,78759.0,"1,657","$325,000 ",$185.00 ,"$306,545 ",6/15/2016
259,78759.0,"1,472","$310,000 ",$209.24 ,"$308,000 ",10/21/2016
260,78727.0,"1,745","$310,000 ",$177.65 ,"$310,000 ",12/30/2016
261,78759.0,"1,352","$309,950 ",$229.29 ,"$310,000 ",7/22/2016
262,78727.0,"1,660","$299,000 ",$186.84 ,"$310,150 ",8/1/2016
263,78727.0,"1,710","$299,900 ",$181.87 ,"$311,000 ",7/13/2016
264,78727.0,"1,411","$300,000 ",$221.12 ,"$312,000 ",11/22/2016
265,78759.0,"1,361","$305,000 ",$229.24 ,"$312,000 ",9/14/2016
266,78759.0,"1,631","$325,000 ",$191.60 ,"$312,500 ",10/7/2016
267,78727.0,"1,998","$324,999 ",$156.66 ,"$313,000 ",11/9/2016
268,78759.0,"1,625","$315,000 ",$193.85 ,"$315,000 ",12/27/2016
269,78727.0,"2,359","$339,900 ",$133.53 ,"$315,000 ",11/18/2016
270,78727.0,"1,583","$315,000 ",$199.94 ,"$316,500 ",6/3/2016
271,78759.0,"1,678","$315,000 ",$188.92 ,"$317,000 ",7/7/2016
272,78727.0,"1,972","$315,000 ",$162.27 ,"$320,000 ",11/30/2016
273,78727.0,"1,630","$319,000 ",$196.32 ,"$320,000 ",11/1/2016
274,78759.0,"1,584","$310,000 ",$202.02 ,"$320,000 ",9/19/2016
275,78727.0,"1,489","$300,000 ",$214.91 ,"$320,000 ",8/5/2016
276,78727.0,"1,813","$329,000 ",$177.61 ,"$322,000 ",6/30/2016
277,78727.0,"1,692","$325,000 ",$192.08 ,"$325,000 ",12/30/2016
278,78759.0,"1,964","$320,000 ",$165.48 ,"$325,000 ",9/12/2016
279,78759.0,"1,272","$335,000 ",$255.74 ,"$325,300 ",8/23/2016
280,78727.0,"1,594","$324,900 ",$205.08 ,"$326,900 ",8/2/2016
281,78759.0,"1,541","$329,900 ",$212.52 ,"$327,500 ",10/20/2016
282,78727.0,"2,449","$334,999 ",$133.93 ,"$328,000 ",9/16/2016
283,78759.0,"1,282","$329,000 ",$256.63 ,"$329,000 ",8/19/2016
284,78759.0,"1,592","$329,900 ",$207.22 ,"$329,900 ",8/12/2016
285,78727.0,"1,807","$321,900 ",$182.62 ,"$330,000 ",7/25/2016
286,78759.0,"1,852","$344,800 ",$178.73 ,"$331,000 ",12/12/2016
287,78727.0,"1,566","$333,000 ",$211.37 ,"$331,000 ",7/5/2016
288,78759.0,"1,445","$332,500 ",$230.10 ,"$332,500 ",11/3/2016
289,78759.0,"1,273","$315,000 ",$263.16 ,"$335,000 ",5/27/2016
290,78750.0,"1,818","$349,000 ",$186.06 ,"$338,250 ",12/30/2016
291,78759.0,"1,750","$348,900 ",$194.29 ,"$340,000 ",11/15/2016
292,78759.0,"1,533","$350,000 ",$223.42 ,"$342,500 ",10/31/2016
293,78759.0,"1,567","$347,500 ",$221.76 ,"$347,500 ",12/21/2016
294,78759.0,"1,632","$349,000 ",$213.85 ,"$349,000 ",8/24/2016
295,78759.0,"1,741","$359,000 ",$201.03 ,"$350,000 ",10/20/2016
296,78759.0,"1,779","$358,000 ",$198.99 ,"$354,000 ",9/23/2016
297,78727.0,"1,750","$339,000 ",$202.86 ,"$355,000 ",9/12/2016
298,78759.0,"1,500","$360,000 ",$237.33 ,"$356,000 ",10/27/2016
299,78727.0,"1,613","$353,000 ",$221.33 ,"$357,000 ",9/9/2016
300,78727.0,"1,766","$360,000 ",$202.72 ,"$358,000 ",10/24/2016
301,78759.0,"1,836","$349,000 ",$196.08 ,"$360,000 ",7/22/2016
302,78727.0,"1,970","$369,500 ",$183.25 ,"$361,000 ",8/1/2016
303,78759.0,"1,364","$340,000 ",$267.60 ,"$365,000 ",8/1/2016
304,78759.0,"1,583","$377,500 ",$231.84 ,"$367,000 ",12/29/2016
305,78759.0,"1,764","$375,000 ",$209.75 ,"$370,000 ",9/20/2016
306,78727.0,"1,751","$350,000 ",$211.31 ,"$370,000 ",8/11/2016
307,78750.0,"1,904","$359,900 ",$194.33 ,"$370,000 ",8/19/2016
308,78727.0,"2,323","$349,950 ",$159.28 ,"$370,000 ",8/3/2016
309,78759.0,"2,127","$389,900 ",$173.95 ,"$370,000 ",8/30/2016
310,78750.0,"1,863","$375,000 ",$199.14 ,"$371,000 ",10/31/2016
311,78759.0,"1,965","$375,000 ",$189.57 ,"$372,500 ",8/11/2016
312,78759.0,"1,982","$399,799 ",$189.91 ,"$376,406 ",12/2/2016
313,78759.0,"1,546","$349,900 ",$244.18 ,"$377,500 ",6/28/2016
314,78759.0,"1,684","$379,900 ",$225.59 ,"$379,900 ",7/8/2016
315,78727.0,"2,051","$395,000 ",$186.98 ,"$383,500 ",7/12/2016
316,78759.0,"1,746","$359,000 ",$221.65 ,"$387,000 ",8/5/2016
317,78750.0,"1,917","$399,900 ",$203.44 ,"$390,000 ",9/13/2016
318,78727.0,"1,717","$375,000 ",$228.19 ,"$391,800 ",11/9/2016
319,78759.0,"1,548","$392,000 ",$253.23 ,"$392,000 ",6/20/2016
320,78759.0,"1,896","$424,500 ",$207.81 ,"$394,000 ",10/11/2016
321,78759.0,"2,197","$394,900 ",$172.96 ,"$380,000 ",11/14/2016
322,78727.0,"2,240","$399,900 ",$176.34 ,"$395,000 ",10/26/2016
323,78759.0,"1,641","$395,000 ",$240.71 ,"$395,000 ",9/15/2016
324,78759.0,"2,006","$389,900 ",$196.91 ,"$395,000 ",7/1/2016
325,78727.0,"1,723","$398,000 ",$230.99 ,"$398,000 ",6/24/2016
326,78759.0,"2,990","$460,000 ",$133.78 ,"$400,000 ",12/29/2016
327,78759.0,"2,331","$400,000 ",$172.03 ,"$401,000 ",8/5/2016
328,78759.0,"2,016","$412,000 ",$200.40 ,"$404,000 ",7/27/2016
329,78759.0,"2,134","$410,000 ",$189.78 ,"$405,000 ",11/3/2016
330,78759.0,"1,866","$399,900 ",$218.11 ,"$407,000 ",6/22/2016
331,78759.0,"1,901","$420,000 ",$214.36 ,"$407,500 ",9/2/2016
332,78759.0,"2,027","$399,900 ",$202.27 ,"$410,000 ",5/26/2016
333,78759.0,"1,425","$389,900 ",$287.72 ,"$410,000 ",7/12/2016
