,Zip Code,Square Footage,List Price,Sold Price Per Foot,Sold Price,Sold Date
184,78703,2739,1100000,379.7,1040000,10/8/2014
185,78703,3094,1095000,340.01,1052000,9/25/2014
186,78703,1995,925000,531.33,1060000,7/15/2014
187,78703,2962,999000,361.24,1070000,8/25/2014
188,78703,2829,1250000,379.99,1075000,7/18/2014
189,78703,2101,1150000,512.61,1077000,9/3/2014
190,78703,2656,1123800,423.12,1123800,6/27/2014
191,78703,3062,1125000,367.41,1125000,7/11/2014
192,78703,3872,1199000,297.0,1150000,8/15/2014
193,78703,3420,1195000,343.57,1175000,12/1/2014
194,78703,2978,1175000,394.56,1175000,8/12/2014
195,78703,2523,1195000,465.72,1175000,7/18/2014
196,78731,3724,1475000,328.95,1225000,11/21/2014
197,78703,3012,1295000,413.35,1245000,12/30/2014
198,78703,4262,1250000,293.29,1250000,8/14/2014
199,78731,3536,1340000,353.51,1250000,7/25/2014
200,78703,3054,1289650,417.11,1273850,9/30/2014
201,78703,3298,1490000,394.18,1300000,10/24/2014
202,78703,3663,1349000,364.46,1335000,10/1/2014
203,78731,2961,1395000,472.81,1400000,12/22/2014
204,78731,3215,1599000,480.25,1544000,10/30/2014
205,78703,3468,1699000,458.48,1590000,12/19/2014
206,78703,3098,1595000,514.85,1595000,12/31/2014
207,78703,3666,1650000,450.08,1650000,11/6/2014
208,78703,3956,1695000,419.11,1658000,7/14/2014
209,78703,4593,1899000,391.9,1800000,10/30/2014
210,78703,3701,1599000,489.06,1810000,12/30/2014
211,78703,5865,2299000,375.11,2200000,12/8/2014
212,78703,6291,2495000,361.63,2275000,11/21/2014
213,78731,6276,2999000,394.12,2473500,11/28/2014
214,78703,5100,2675000,509.8,2600000,11/21/2014
215,78703,7021,3750000,498.5,3500000,11/3/2014
216,78727,1046,150000,140.52,146985,12/18/2014
217,78727,1303,165000,116.65,152000,10/20/2014
218,78727,920,165000,168.48,155000,10/8/2014
219,78727,1023,160000,151.71,155200,10/6/2014
220,78727,920,164900,171.74,158000,7/31/2014
221,78727,920,164950,176.09,162000,9/26/2014
222,78727,1167,165000,147.39,172000,6/25/2014
223,78727,1167,174000,155.96,182000,7/31/2014
224,78727,1201,192500,157.37,189000,8/25/2014
225,78727,1455,186900,130.58,190000,7/3/2014
226,78727,1241,184900,155.12,192500,7/10/2014
227,78727,1375,200000,142.55,196000,7/25/2014
228,78727,1693,207000,118.07,199900,8/12/2014
229,78727,1459,205000,139.82,204000,12/1/2014
230,78727,1280,219900,165.63,212000,12/19/2014
